Name,Country,Matches Participated,Average D_Score,D_Score Variance,Average E_Score,E_Score Variance,Average Penalty,Penalty Variance,Mean,Std,Apparatus_FX,Apparatus_HB,Apparatus_PB,Apparatus_PH,Apparatus_SR,Apparatus_VT
AQUINO MIGUEL,PUR,3,3.8333333333333335,0.0022222222222222266,7.889,0.06024199999999993,0.0,0.0,11.722333,0.246979,0,0,1,0,0,0
AQUINO MIGUEL,PUR,3,3.6666666666666665,0.008888888888888866,7.6723333333333334,0.19383088888888889,0.0,0.0,11.339,0.346039,0,0,0,0,1,0
AQUINO MIGUEL,PUR,3,4.3999999999999995,0.3200000000000001,8.405666666666667,0.29456422222222217,0.10000000000000002,1.925929944387236e-34,12.705667,0.100159,0,0,0,0,0,1
ARIFIN SAMSUL,INA,2,3.8,1.9600000000000004,8.349499999999999,0.3800722499999998,0.0,0.0,12.1495,0.783501,0,0,0,0,0,1
ARMIJO JOSUE,CHI,5,4.880000000000001,0.025600000000000046,8.933000000000002,0.25200000000000006,0.0,0.0,13.813,0.34293,0,0,0,0,0,1
ARNOLD MANUEL HELMUT,AUT,2,5.15,0.02249999999999997,7.933,0.11088900000000013,0.0,0.0,13.083,0.483001,0,0,0,1,0,0
ARTLIP MICHAEL,USA,7,4.928571428571429,0.09346938775510194,8.292857142857143,0.19459183673469407,0.014285714285714287,0.0012244897959183677,13.207143,0.593073,1,0,0,0,0,0
ARTLIP MICHAEL,USA,8,4.9375,0.012343749999999994,7.3625,0.84921875,0.0,0.0,12.3,0.929718,0,1,0,0,0,0
ARTLIP MICHAEL,USA,8,4.3375,0.009843749999999988,8.6375,0.5585937499999994,0.0,0.0,12.975,0.724138,0,0,1,0,0,0
ARTLIP MICHAEL,USA,8,4.7125,0.056093749999999984,7.50625,0.36277343749999985,0.0,0.0,12.21875,0.662353,0,0,0,1,0,0
ARTLIP MICHAEL,USA,7,3.985714285714285,0.01836734693877554,8.4,0.17428571428571438,0.0,0.0,12.385714,0.515278,0,0,0,0,1,0
ARTLIP MICHAEL,USA,7,4.857142857142857,0.019591836734693915,9.128571428571428,0.06989795918367353,0.028571428571428574,0.002040816326530612,13.957143,0.265155,0,0,0,0,0,1
ASATO KEISUKE,JPN,3,5.733333333333333,0.035555555555555625,8.316666666666668,0.24055555555555563,0.06666666666666667,0.0022222222222222222,13.983333,0.554277,0,0,0,0,0,1
ATEER MC EWAN,IRL,7,5.2,0.0,8.699714285714288,0.07829534693877549,0.014285714285714287,0.0012244897959183677,13.885429,0.278616,0,0,0,0,0,1
ATENCIO RICHARD,PAN,2,5.1,0.0,6.158,1.016064,0.55,0.0024999999999999988,10.708,1.058,1,0,0,0,0,0
ATENCIO RICHARD,PAN,2,4.4,0.010000000000000018,6.4830000000000005,0.08008899999999995,0.0,0.0,10.883,0.383001,0,1,0,0,0,0
ATENCIO RICHARD,PAN,2,4.75,0.0024999999999999823,6.3915,3.032822249999998,0.0,0.0,11.1415,1.7915,0,0,1,0,0,0
ATENCIO RICHARD,PAN,3,4.433333333333333,0.05555555555555555,7.011,0.375242,0.0,0.0,11.444333,0.650742,0,0,0,1,0,0
ATENCIO RICHARD,PAN,2,4.199999999999999,0.010000000000000018,6.958,0.258064,0.0,0.0,11.158,0.408001,0,0,0,0,1,0
ATENCIO RICHARD,PAN,2,4.0,0.0,8.7665,0.02772225000000003,0.0,0.0,12.7665,0.166503,0,0,0,0,0,1
AVETISYAN ARTUR,ARM,26,5.926923076923078,0.007352071005917159,8.54773076923077,0.11976511982248529,0.0,0.0,14.474654,0.386207,0,0,0,0,1,0
AZAMOV ASADBEK,UZB,4,5.025,0.0018749999999999867,8.0745,0.1879222499999999,0.025,0.0018750000000000004,13.0745,0.37138,1,0,0,0,0,0
AZAMOV ASADBEK,UZB,4,5.05,0.007499999999999946,7.91625,0.2012361875,0.0,0.0,12.96625,0.529492,0,0,0,0,1,0
AZAMOV ASADBEK,UZB,11,5.018181818181818,0.03966942148760338,8.887454545454545,0.11685497520661166,0.009090909090909092,0.0008264462809917353,13.896545,0.3071,0,0,0,0,0,1
AZAMOV ASADBEK,UZB,2,3.95,0.0025000000000000044,7.966,0.0899999999999999,0.0,0.0,11.916,0.250002,0,1,0,0,0,0
AZAMOV ASADBEK,UZB,3,4.6,0.0,7.955000000000001,0.19344199999999992,0.09999999999999999,0.02,12.455,0.3889,0,0,1,0,0,0
AZAMOV ASADBEK,UZB,3,3.6333333333333333,0.10888888888888885,6.933,0.5877260000000002,1.0,2.0,9.566333,2.488564,0,0,0,1,0,0
AZIMOV ABDULLA,UZB,7,4.985714285714287,0.02122448979591829,8.066571428571429,0.20281910204081613,0.12857142857142856,0.0163265306122449,12.923714,0.443497,1,0,0,0,0,0
AZIMOV ABDULLA,UZB,4,4.675000000000001,0.031874999999999994,8.183,0.07634449999999998,0.0,0.0,12.858,0.29567,0,1,0,0,0,0
AZIMOV ABDULLA,UZB,4,5.0,0.009999999999999929,8.37475,0.1969291875,0.0,0.0,13.37475,0.495258,0,0,1,0,0,0
AZIMOV ABDULLA,UZB,15,6.0266666666666655,0.04062222222222222,7.9198,0.33945549333333336,0.0,0.0,13.946467,0.631704,0,0,0,1,0,0
AZIMOV ABDULLA,UZB,4,4.3,0.06500000000000003,7.7162500000000005,0.11133618750000016,0.0,0.0,12.01625,0.211275,0,0,0,0,1,0
AZIMOV ABDULLA,UZB,2,4.8,0.0,9.0665,0.0011222500000000056,0.0,0.0,13.8665,0.033515,0,0,0,0,0,1
AZIZOV ILYAS,KAZ,11,5.6,0.06545454545454545,6.952727272727272,0.9763543801652891,0.11818181818181821,0.019669421487603308,12.434545,1.037802,1,0,0,0,0,0
AZIZOV ILYAS,KAZ,11,4.40909090909091,0.22991735537190083,7.521,1.1317732727272727,0.2727272727272727,0.743801652892562,11.657364,2.267341,0,1,0,0,0,0
AZIZOV ILYAS,KAZ,14,4.971428571428571,0.06204081632653051,7.754571428571429,0.34041095918367353,0.0,0.0,12.726,0.668922,0,0,1,0,0,0
AZIZOV ILYAS,KAZ,15,5.64,0.05573333333333339,7.683066666666667,0.31497046222222214,0.0,0.0,13.323067,0.624494,0,0,0,1,0,0
AZIZOV ILYAS,KAZ,7,4.1000000000000005,0.025714285714285738,8.295142857142858,0.19500183673469382,0.0,0.0,12.395143,0.285812,0,0,0,0,1,0
AZIZOV ILYAS,KAZ,4,4.8,0.0,9.058,0.01741950000000002,0.075,0.016874999999999998,13.783,0.240823,0,0,0,0,0,1
BABAYEV JAVIDAN,AZE,3,5.8,0.020000000000000094,7.077666666666666,0.14546422222222208,0.0,0.0,12.877667,0.246979,0,0,0,0,1,0
BACUETI JAMES,AUS,6,5.983333333333333,0.13472222222222222,6.633,0.6338926666666665,0.11666666666666665,0.011388888888888891,12.499667,0.539026,1,0,0,0,0,0
BACUETI JAMES,AUS,2,5.0,0.04000000000000007,6.1080000000000005,0.024963999999999972,0.0,0.0,11.108,0.042012,0,0,0,1,0,0
BACUETI JAMES,AUS,19,5.4526315789473685,0.03722991689750682,8.769947368421054,0.24240573407202226,0.12631578947368421,0.013518005540166203,14.096263,0.528096,0,0,0,0,0,1
BAE GARAM,KOR,3,4.9,0.0,8.133000000000001,0.3229926666666663,0.0,0.0,13.033,0.568325,1,0,0,0,0,0
BAE GARAM,KOR,4,5.25,0.022500000000000107,8.258,0.3523695000000001,0.0,0.0,13.508,0.739845,0,0,1,0,0,0
BAE GARAM,KOR,3,4.866666666666666,0.015555555555555545,7.688666666666667,0.2559902222222223,0.0,0.0,12.555333,0.612637,0,0,0,1,0,0
BAE GARAM,KOR,2,5.3,0.04000000000000007,7.4495000000000005,0.10017225,0.0,0.0,12.7495,0.516501,0,1,0,0,0,0
BAE GARAM,KOR,2,4.8,0.0,7.8495,0.033672249999999834,0.0,0.0,12.6495,0.183503,0,0,0,0,1,0
BAGO DANIEL,CZE,2,3.95,0.12249999999999991,6.7165,2.613072250000001,0.0,0.0,10.6665,1.9665,0,0,1,0,0,0
BAGO DANIEL,CZE,2,4.199999999999999,0.010000000000000018,8.2165,0.10017224999999973,0.0,0.0,12.4165,0.216502,0,0,0,0,1,0
BAINES FRANK,SCO,3,4.6,0.0,8.805333333333333,0.013323555555555531,0.0,0.0,13.405333,0.115432,1,0,0,0,0,0
BAINES FRANK,SCO,3,4.466666666666667,0.0022222222222222066,8.333333333333334,0.34722222222222215,0.0,0.0,12.8,0.636397,0,1,0,0,0,0
BAINES FRANK,SCO,2,4.6,0.0,8.7,0.0024999999999999823,0.0,0.0,13.3,0.05001,0,0,1,0,0,0
BAINES FRANK,SCO,2,4.75,0.0024999999999999823,8.025,0.00562499999999996,0.0,0.0,12.775,0.125004,0,0,0,1,0,0
BAINES FRANK,SCO,2,4.3,0.0,8.775,0.015625,0.0,0.0,13.075,0.125004,0,0,0,0,1,0
BAINES FRANK,SCO,2,4.8,0.0,9.2,0.02249999999999984,0.05,0.0025000000000000005,13.95,0.200002,0,0,0,0,0,1
BALAZS KRISZTIAN,HUN,6,5.216666666666667,0.01805555555555558,7.8245000000000005,0.07190191666666668,0.09999999999999999,0.003333333333333334,12.941167,0.203245,1,0,0,0,0,0
BALAZS KRISZTIAN,HUN,16,5.325,0.12562499999999993,7.606,0.9633127499999998,0.0,0.0,12.931,1.265687,0,1,0,0,0,0
BALAZS KRISZTIAN,HUN,15,5.820000000000001,0.058933333333333254,8.0376,0.19115224000000008,0.0,0.0,13.8576,0.548619,0,0,1,0,0,0
BALAZS KRISZTIAN,HUN,10,4.970000000000001,0.032099999999999976,7.2831,0.37951448999999987,0.0,0.0,12.2531,0.565015,0,0,0,1,0,0
BALAZS KRISZTIAN,HUN,5,4.32,0.07360000000000003,8.433200000000001,0.03376895999999999,0.0,0.0,12.7532,0.447975,0,0,0,0,1,0
BALAZS KRISZTIAN,HUN,5,4.4799999999999995,0.025599999999999935,8.9262,0.02814496000000003,0.06000000000000001,0.0024000000000000002,13.3462,0.274405,0,0,0,0,0,1
BAOBENMAD SUPHACHEEP,THA,3,5.033333333333333,0.008888888888888826,7.188666666666667,0.4665235555555558,0.3,0.06,11.922,0.678652,1,0,0,0,0,0
BAOBENMAD SUPHACHEEP,THA,2,4.4,0.0,7.516,0.9024999999999994,0.0,0.0,11.916,0.950001,0,1,0,0,0,0
BAOBENMAD SUPHACHEEP,THA,3,4.7,0.019999999999999976,7.266000000000001,0.18666666666666665,0.0,0.0,11.966,0.355904,0,0,1,0,0,0
BAOBENMAD SUPHACHEEP,THA,3,4.033333333333334,0.08222222222222227,6.533333333333334,0.5422222222222226,0.0,0.0,10.566667,0.60185,0,0,0,1,0,0
BAOBENMAD SUPHACHEEP,THA,3,4.4,0.0,7.2106666666666674,0.018730888888888804,0.0,0.0,11.610667,0.136864,0,0,0,0,1,0
BAPTISTE RAEKWON,GBR,2,5.25,0.022500000000000107,6.05,1.1024999999999996,0.15,0.0225,11.15,1.35,1,0,0,0,0,0
BAPTISTE RAEKWON,GBR,2,4.1,0.010000000000000018,8.075,0.005625000000000027,0.0,0.0,12.175,0.175003,0,1,0,0,0,0
BAPTISTE RAEKWON,GBR,2,4.8,0.04000000000000007,8.175,0.015625,0.0,0.0,12.975,0.075007,0,0,1,0,0,0
BAPTISTE RAEKWON,GBR,4,4.825,0.03187500000000003,7.79575,0.05592918749999995,0.0,0.0,12.62075,0.342371,0,0,0,1,0,0
BAPTISTE RAEKWON,GBR,3,4.866666666666667,0.0022222222222222456,8.238666666666667,0.0030568888888889,0.0,0.0,13.105333,0.067265,0,0,0,0,1,0
BAPTISTE RAEKWON,GBR,5,5.12,0.025600000000000046,8.7598,0.2550329600000002,0.06000000000000001,0.0024000000000000002,13.8198,0.548505,0,0,0,0,0,1
BARBER EMIL,GBR,4,5.55,0.02249999999999997,8.216500000000002,0.04956675000000012,0.0,0.0,13.7665,0.120904,1,0,0,0,0,0
BARBER EMIL,GBR,6,5.266666666666667,0.022222222222222168,8.486,0.284413333333333,0.09999999999999999,0.02,13.652667,0.573617,0,0,0,0,0,1
BARBOSA GABRIEL,BRA,3,5.3999999999999995,0.019999999999999976,7.127666666666667,0.8482308888888895,0.0,0.0,12.527667,0.796094,0,0,0,1,0,0
BARBOSA GABRIEL,BRA,2,5.25,0.0625,7.875,0.05062499999999984,0.0,0.0,13.125,0.02502,0,0,0,0,1,0
BARTOLINI NICOLA,ITA,10,5.76,0.05840000000000002,8.453100000000001,0.1079004900000002,0.0,0.0,14.2131,0.311816,1,0,0,0,0,0
BARTOLINI NICOLA,ITA,4,5.05,0.0024999999999999823,8.783,0.01809450000000005,0.0,0.0,13.833,0.174916,0,0,1,0,0,0
BARTOLINI NICOLA,ITA,7,5.071428571428571,0.04204081632653064,7.932857142857142,0.12217783673469387,0.0,0.0,13.004286,0.390948,0,0,0,1,0,0
BARTOLINI NICOLA,ITA,12,5.133333333333334,0.022222222222222265,9.352500000000001,0.010243916666666653,0.025000000000000005,0.0018750000000000001,14.460833,0.209842,0,0,0,0,0,1
BARTOLINI NICOLA,ITA,2,4.4,0.0,8.565999999999999,0.08999999999999989,0.0,0.0,12.966,0.300002,0,1,0,0,0,0
BATBAATAR BATTUR,MGL,2,3.75,0.022499999999999975,7.0665,0.05452224999999992,0.05,0.0025000000000000005,10.7165,0.383501,1,0,0,0,0,0
BATBAATAR BATTUR,MGL,2,3.5999999999999996,0.03999999999999998,7.1165,0.01357224999999996,0.0,0.0,10.7165,0.316502,0,1,0,0,0,0
BATBAATAR BATTUR,MGL,2,3.8,0.03999999999999998,7.4665,0.09030025,0.0,0.0,11.2665,0.100505,0,0,1,0,0,0
BATBAATAR BATTUR,MGL,2,2.4,0.25,6.7495,0.5133722499999999,1.65,2.7224999999999997,7.4995,1.4335,0,0,0,0,1,0
BATORI SZABOLCS,HUN,4,5.15,0.002500000000000027,6.7665,0.46836674999999994,0.075,0.016874999999999998,11.8415,0.688163,1,0,0,0,0,0
BATORI SZABOLCS,HUN,3,4.6,0.0,7.172,0.34523466666666686,0.0,0.0,11.772,0.587568,0,0,0,1,0,0
BATORI SZABOLCS,HUN,4,4.449999999999999,0.02249999999999995,7.14575,0.6492041875000005,0.0,0.0,11.59575,0.820872,0,0,0,0,1,0
BELL CLAYTON,GBR,2,4.8,0.0,8.75,0.039999999999999716,0.15,0.0225,13.4,0.350001,0,0,0,0,0,1
BENAS FUZZY,USA,4,5.325,0.03687500000000003,7.074999999999999,0.9156250000000004,0.0,0.0,12.4,0.796085,0,1,0,0,0,0
BENAS FUZZY,USA,4,5.225,0.02187500000000002,8.575,0.0168750000000001,0.0,0.0,13.8,0.111808,0,0,1,0,0,0
BENAS FUZZY,USA,4,5.1000000000000005,0.12500000000000006,7.675000000000001,0.28812500000000013,0.0,0.0,12.775,0.707549,0,0,0,1,0,0
BENAS FUZZY,USA,4,4.7250000000000005,0.011875000000000049,8.35,0.11625000000000019,0.0,0.0,13.075,0.317216,0,0,0,0,1,0
BENDA ALEXANDER,AUT,4,5.55,0.0024999999999999823,7.654,0.2295980000000001,0.025,0.0018750000000000004,13.179,0.557919,1,0,0,0,0,0
BENDA ALEXANDER,AUT,5,5.02,0.07760000000000003,7.6798,0.21496096000000003,0.0,0.0,12.6998,0.709486,0,1,0,0,0,0
BENDA ALEXANDER,AUT,5,4.779999999999999,0.013599999999999984,7.7964,0.2442294399999998,0.0,0.0,12.5764,0.496393,0,0,1,0,0,0
BENDA ALEXANDER,AUT,3,4.0,0.14000000000000007,7.866333333333334,0.06734822222222223,0.0,0.0,11.866333,0.58942,0,0,0,1,0,0
BENDA ALEXANDER,AUT,3,4.3,0.0,7.844,0.26523466666666695,0.0,0.0,12.144,0.51501,0,0,0,0,1,0
BENDA ALEXANDER,AUT,3,4.8,0.0,8.466333333333333,0.3321482222222221,0.03333333333333333,0.0022222222222222227,13.233,0.622677,0,0,0,0,0,1
BENOVIC AUREL,CRO,20,6.225,0.006874999999999995,7.45055,0.5139187475000001,0.11000000000000001,0.011899999999999997,13.56555,0.796466,1,0,0,0,0,0
BENOVIC AUREL,CRO,21,5.238095238095238,0.013786848072562322,8.601285714285714,0.3753106802721088,0.09523809523809523,0.01759637188208617,13.744143,0.63858,0,0,0,0,0,1
BEREZNEV MAXIM,USA,5,5.18,0.009600000000000017,7.359999999999999,0.30240000000000006,0.12,0.0216,12.42,0.741351,1,0,0,0,0,0
BEREZNEV MAXIM,USA,5,4.36,0.006400000000000012,7.95,0.13899999999999998,0.0,0.0,12.31,0.330758,0,1,0,0,0,0
BEREZNEV MAXIM,USA,5,4.680000000000001,0.08160000000000005,7.589999999999999,1.3144,0.0,0.0,12.27,0.981632,0,0,1,0,0,0
BEREZNEV MAXIM,USA,5,4.7,0.028000000000000087,6.11,0.9194000000000001,0.0,0.0,10.81,0.824258,0,0,0,1,0,0
BEREZNEV MAXIM,USA,5,4.5,0.0,8.190000000000001,0.033399999999999916,0.0,0.0,12.69,0.182759,0,0,0,0,1,0
BEREZNEV MAXIM,USA,5,5.2,0.0,8.56,0.25540000000000007,0.1,0.012,13.66,0.575674,0,0,0,0,0,1
BERNARD CAMERON LIE,FRA,2,4.25,0.0024999999999999823,7.866,0.09000000000000016,0.0,0.0,12.116,0.250002,0,1,0,0,0,0
BERNARD CAMERON LIE,FRA,11,6.018181818181817,0.10148760330578509,7.957272727272726,0.25742910743801645,0.0,0.0,13.975455,0.727273,0,0,1,0,0,0
BERNARD CAMERON LIE,FRA,5,4.9,0.015999999999999993,7.2998,0.31100895999999983,0.0,0.0,12.1998,0.66556,0,0,0,1,0,0
BERNARD CAMERON LIE,FRA,8,5.2,0.0,7.964375,0.03861848437499999,0.0,0.0,13.164375,0.196518,0,0,0,0,1,0
BERNARD CAMERON LIE,FRA,3,4.8,0.0,8.9,0.006666666666666619,0.10000000000000002,1.925929944387236e-34,13.6,0.081656,0,0,0,0,0,1
BESANA JUANCHO MIGUEL,PHI,14,5.2285714285714295,0.056326530612244845,8.499714285714285,0.2912794897959183,0.1285714285714286,0.017755102040816324,13.599714,0.662448,0,0,0,0,0,1
BESANA JUANCHO MIGUEL,PHI,3,4.8,0.08666666666666654,7.255333333333333,0.9251308888888884,0.0,0.0,12.055333,0.756218,1,0,0,0,0,0
BESANA JUANCHO MIGUEL,PHI,4,3.7750000000000004,0.001874999999999987,8.19975,0.05731118749999996,0.0,0.0,11.97475,0.253327,0,1,0,0,0,0
BESANA JUANCHO MIGUEL,PHI,2,3.75,0.12249999999999991,8.183,0.002500000000000071,0.0,0.0,11.933,0.400001,0,0,1,0,0,0
BESANA JUANCHO MIGUEL,PHI,2,3.5999999999999996,0.24999999999999978,7.882999999999999,0.02249999999999997,0.0,0.0,11.483,0.650001,0,0,0,1,0,0
BESANA JUANCHO MIGUEL,PHI,2,4.050000000000001,0.12250000000000005,7.1165,0.5133722499999999,0.15,0.0225,11.0165,1.2165,0,0,0,0,1,0
BEVAN BRINN,GBR,2,4.6,0.0399999999999999,7.95,0.0024999999999999823,0.0,0.0,12.55,0.250002,0,1,0,0,0,0
BEVAN BRINN,GBR,4,5.800000000000001,0.02999999999999992,8.2625,0.11421874999999991,0.0,0.0,14.0625,0.402144,0,0,1,0,0,0
BEVAN BRINN,GBR,2,4.8,0.0,7.65,0.0025000000000000265,0.0,0.0,12.45,0.05001,0,0,0,1,0,0
BEVAN BRINN,GBR,2,4.35,0.0025000000000000265,8.575,0.015625,0.0,0.0,12.925,0.175003,0,0,0,0,1,0
BISCHOFF JEREMY,USA,8,5.6625000000000005,0.004843750000000016,7.725,0.3818750000000003,0.025,0.004375000000000001,13.3625,0.66509,1,0,0,0,0,0
BISCHOFF JEREMY,USA,8,5.3375,0.042343749999999944,7.49375,0.2665234374999999,0.0,0.0,12.83125,0.558424,0,1,0,0,0,0
BISCHOFF JEREMY,USA,8,5.65,0.03500000000000003,7.737500000000001,0.19109374999999998,0.0,0.0,13.3875,0.504822,0,0,1,0,0,0
BISCHOFF JEREMY,USA,9,5.177777777777778,0.24172839506172863,7.0055555555555555,0.956913580246914,0.0,0.0,12.183333,0.644637,0,0,0,1,0,0
BISCHOFF JEREMY,USA,9,5.066666666666666,0.03999999999999999,7.927777777777777,0.14950617283950615,0.0,0.0,12.994444,0.375977,0,0,0,0,1,0
BISCHOFF JEREMY,USA,8,4.8,0.0,9.024999999999999,0.027500000000000014,0.0125,0.0010937500000000003,13.8125,0.163462,0,0,0,0,0,1
BITENCOURT LUCAS,BRA,2,5.550000000000001,0.02249999999999997,8.458,0.011664000000000117,0.0,0.0,14.008,0.258002,0,1,0,0,0,0
BLAQUIERE FELIX,CAN,3,5.3999999999999995,0.019999999999999976,7.583333333333333,0.09388888888888874,0.13333333333333333,0.015555555555555553,12.85,0.567158,1,0,0,0,0,0
BLAQUIERE FELIX,CAN,5,4.5,0.09599999999999996,7.696600000000001,0.2867462400000001,0.0,0.0,12.1966,0.634151,0,1,0,0,0,0
BLAQUIERE FELIX,CAN,5,4.880000000000001,0.025600000000000046,8.283399999999999,0.08708223999999996,0.0,0.0,13.1634,0.226582,0,0,1,0,0,0
BLAQUIERE FELIX,CAN,3,3.9333333333333336,0.17555555555555558,6.5553333333333335,1.460864222222223,0.0,0.0,10.488667,1.265595,0,0,0,1,0,0
BLAQUIERE FELIX,CAN,6,5.466666666666666,0.03555555555555546,7.966666666666666,0.022851888888888904,0.0,0.0,13.433333,0.250705,0,0,0,0,1,0
BLAQUIERE FELIX,CAN,2,4.8,0.0,8.917000000000002,0.0024999999999999823,0.0,0.0,13.717,0.05001,0,0,0,0,0,1
BLIXT LANDEN,USA,8,5.425000000000001,0.04437499999999992,7.904124999999999,0.15056910937499984,0.0875,0.03859375,13.241625,0.558775,1,0,0,0,0,0
BLIXT LANDEN,USA,8,4.612499999999999,0.06609375000000008,8.24375,0.2333984375,0.0,0.0,12.85625,0.535863,0,1,0,0,0,0
BLIXT LANDEN,USA,8,5.0875,0.06609374999999995,8.38325,0.06571393749999996,0.0,0.0,13.47075,0.449655,0,0,1,0,0,0
BLIXT LANDEN,USA,8,5.225,0.11187500000000011,7.479125,0.37845035937499977,0.0375,0.00984375,12.666625,0.718121,0,0,0,1,0,0
BLIXT LANDEN,USA,8,4.35,0.08250000000000005,8.30625,0.16527343749999998,0.0,0.0,12.65625,0.363524,0,0,0,0,1,0
BLIXT LANDEN,USA,8,5.15,0.017500000000000033,8.881250000000001,0.35246093749999996,0.1,0.015,13.93125,0.631931,0,0,0,0,0,1
BOCK CAMERON,USA,9,5.388888888888889,0.052098765432098765,8.229555555555557,0.07885491358024688,0.022222222222222223,0.001728395061728395,13.596222,0.255568,1,0,0,0,0,0
BOCK CAMERON,USA,10,5.15,0.008500000000000004,8.133199999999999,0.26948896,0.0,0.0,13.2832,0.556767,0,1,0,0,0,0
BOCK CAMERON,USA,9,5.766666666666667,0.0311111111111112,8.225888888888887,0.4759618765432099,0.0,0.0,13.992556,0.842351,0,0,1,0,0,0
BOCK CAMERON,USA,10,5.4399999999999995,0.024399999999999995,8.0299,0.36841049000000015,0.0,0.0,13.4699,0.58602,0,0,0,1,0,0
BOCK CAMERON,USA,9,4.955555555555557,0.13135802469135807,8.324,0.189008,0.0,0.0,13.279556,0.66407,0,0,0,0,1,0
BOCK CAMERON,USA,9,5.2,0.0,8.69988888888889,0.23607165432098773,0.044444444444444446,0.0024691358024691358,13.855444,0.52034,0,0,0,0,0,1
BOHORQUEZ KRISTOPHER,COL,6,5.633333333333334,0.0022222222222222465,8.097000000000001,0.08412633333333337,0.0,0.0,13.730333,0.318668,0,0,0,0,1,0
BOHORQUEZ CANTOR KRISTOPHER STEVEN,COL,2,5.6,0.0,8.017,0.0025000000000000265,0.0,0.0,13.617,0.05001,0,0,0,0,1,0
BOJANC LUKA,SLO,12,5.108333333333333,0.10576388888888899,7.095583333333333,0.35573340972222206,0.0,0.0,12.203917,0.737477,0,0,0,0,1,0
BOLD CREW,USA,3,5.166666666666667,0.0022222222222222456,8.15,0.14000000000000007,0.0,0.0,13.316667,0.418995,1,0,0,0,0,0
BOLD CREW,USA,3,5.666666666666667,0.002222222222222246,8.049999999999999,0.10166666666666689,0.0,0.0,13.716667,0.36591,0,1,0,0,0,0
BOLD CREW,USA,3,5.466666666666666,0.035555555555555465,8.450000000000001,0.02166666666666663,0.0,0.0,13.916667,0.062369,0,0,1,0,0,0
BOLD CREW,USA,3,4.8,0.0,8.516666666666666,0.0038888888888889005,0.0,0.0,13.316667,0.062369,0,0,0,0,1,0
BONICELLI LORENZO,ITA,3,5.3,0.08666666666666654,8.044333333333332,0.10399755555555557,0.0,0.0,13.344333,0.493895,0,1,0,0,0,0
BONICELLI LORENZO,ITA,3,5.3,0.0,8.455333333333334,0.006123555555555583,0.0,0.0,13.755333,0.07826,0,0,1,0,0,0
BONICELLI LORENZO,ITA,3,5.566666666666666,0.0022222222222222066,7.399666666666666,0.46481488888888906,0.0,0.0,12.966333,0.721352,0,0,0,1,0,0
BONICELLI LORENZO,ITA,3,5.566666666666666,0.008888888888888906,8.144,0.053642000000000044,0.03333333333333333,0.002222222222222223,13.677333,0.329341,1,0,0,0,0,0
BONICELLI LORENZO,ITA,2,4.7,0.04000000000000007,8.2665,0.11122224999999994,0.0,0.0,12.9665,0.133504,0,0,0,0,1,0
BONICELLI LORENZO,ITA,2,5.2,0.0,8.2995,0.11122224999999963,0.05,0.0025000000000000005,13.4495,0.383501,0,0,0,0,0,1
BOROSA FILIP,CRO,3,4.766666666666667,0.11555555555555556,7.433333333333334,0.1672222222222222,0.0,0.0,12.2,0.267708,1,0,0,0,0,0
BOZIC NIKOLAJ,SLO,12,5.2749999999999995,0.02354166666666665,7.467833333333332,0.5161793055555554,0.049999999999999996,0.0025,12.692833,0.838618,1,0,0,0,0,0
BRANDENBURGER QUENTIN,LUX,3,4.7,0.019999999999999976,7.755,0.2047086666666665,0.0,0.0,12.455,0.585243,0,0,1,0,0,0
BRANDENBURGER QUENTIN,LUX,2,5.15,0.02249999999999997,6.383,0.0068890000000000305,0.3,0.0,11.233,0.233002,1,0,0,0,0,0
BRANDENBURGER QUENTIN,LUX,2,4.300000000000001,0.010000000000000018,7.9665,0.1343222500000002,0.0,0.0,12.2665,0.266502,0,0,0,0,1,0
BRAUNTON GARRETT,USA,4,5.4,0.05499999999999996,6.9,0.40875,0.075,0.016874999999999998,12.225,0.958189,1,0,0,0,0,0
BRAUNTON GARRETT,USA,4,5.425000000000001,0.3618750000000002,6.0375,2.0079687500000003,0.0,0.0,11.4625,1.570181,0,1,0,0,0,0
BRAUNTON GARRETT,USA,4,5.425,0.06687500000000005,7.675000000000001,0.16312500000000016,0.0,0.0,13.1,0.483478,0,0,1,0,0,0
BRAUNTON GARRETT,USA,4,4.625,0.286875,7.6625,0.37921875000000016,0.0,0.0,12.2875,1.15129,0,0,0,1,0,0
BRAUNTON GARRETT,USA,4,4.949999999999999,0.02249999999999995,8.2875,0.07421875,0.0,0.0,13.2375,0.255871,0,0,0,0,1,0
BRAUNTON GARRETT,USA,3,4.933333333333334,0.14222222222222217,8.516666666666667,0.2605555555555556,0.06666666666666667,0.0022222222222222227,13.383333,0.838981,0,0,0,0,0,1
BRENDEL PASCAL,GER,7,5.385714285714286,0.10979591836734691,7.857142857142857,0.33102040816326556,0.0,0.0,13.242857,0.889394,1,0,0,0,0,0
BRENDEL PASCAL,GER,8,5.0625,0.047343750000000046,8.031125,0.1960271093749999,0.0,0.0,13.093625,0.636637,0,1,0,0,0,0
BRENDEL PASCAL,GER,7,5.471428571428571,0.09918367346938783,7.878285714285715,0.2416382040816327,0.0,0.0,13.349714,0.622653,0,0,1,0,0,0
BRENDEL PASCAL,GER,6,4.933333333333334,0.035555555555555625,8.8025,0.17111425000000002,0.06666666666666667,0.012222222222222223,13.669167,0.419926,0,0,0,0,0,1
