New_LN_FN,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
AFZAL MUHAMMAD,AFZAL,Muhammad,m,PAK,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,39.0,2.9,5.5,0.0,8.4
AFZAL MUHAMMAD,AFZAL,Muhammad,m,PAK,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,35.0,2.7,5.85,4.3,4.25
AFZAL MUHAMMAD,AFZAL,Muhammad,m,PAK,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT1,18.0,2.8,8.35,0.6,10.55
AFZAL MUHAMMAD,AFZAL,Muhammad,m,PAK,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,18.0,2.4,7.8,0.0,10.2
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",FX,,5.1,7.367,0.0,12.467
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,5.1,7.933,0.3,12.733
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,4.1,8.4,0.0,12.5
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,4.5,7.567,0.0,12.067
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",SR,,4.7,8.2,0.0,12.9
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,4.7,8.233,0.0,12.933
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamFinal,"Medellin, Colombia",VT,,4.8,7.333,0.1,12.033
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,5.2,8.7,0.0,13.9
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2021-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,18.0,5.4,7.933,0.2,13.133
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2021-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",HB,31.0,4.1,8.3,0.0,12.4
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2021-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PB,30.0,4.5,8.233,0.0,12.733
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2021-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",SR,15.0,4.7,8.3,0.0,13.0
AGOSTINELLI SANTIAGO,AGOSTINELLI,Santiago,m,ARG,2021-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,22.0,4.8,9.033,0.0,13.833
AH CHOW JUSTIN,AH-CHOW,Justin,m,USA,2028-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",HB,26.0,4.7,7.4,0.0,12.1
AH CHOW JUSTIN,AH-CHOW,Justin,m,USA,2028-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PB,19.0,5.2,7.95,0.0,13.15
AH CHOW JUSTIN,AH-CHOW,Justin,m,USA,2028-07-31,2022 U.S. Classic,AAfinal,"West Valley City, Utah",PH,26.0,5.6,6.15,0.0,11.75
AHMAD KOHANI MAHDI,AHMAD-KOHANI,Mahdi,m,IRI,2009-03-12,2023 Baku World Cup,final,"Baku, Azerbaijan",SR,2.0,6.0,8.5,0.0,14.5
AHMAD KOHANI MAHDI,AHMAD-KOHANI,Mahdi,m,IRI,2009-03-12,2023 Baku World Cup,qual,"Baku, Azerbaijan",SR,2.0,6.0,8.5,0.0,14.5
AHMAD KOHANI MAHDI,AHMAD-KOHANI,Mahdi,m,IRI,2023-02-26,2023 Cottbus World Cup,final,"Cottbus, Germany",SR,2.0,6.0,8.766,0.0,14.766
AHMAD KOHANI MAHDI,AHMAD-KOHANI,Mahdi,m,IRI,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",SR,2.0,6.0,8.666,0.0,14.666
AHMAD KOHANI MAHDI,AHMAD-KOHANI,Mahdi,m,IRI,2001-03-04,2023 Doha World Cup,final,"Doha, Qatar",SR,6.0,6.0,8.6,0.0,14.6
AHMAD KOHANI MAHDI,AHMAD-KOHANI,Mahdi,m,IRI,2001-03-04,2023 Doha World Cup,qual,"Doha, Qatar",SR,5.0,6.0,8.666,0.0,14.666
AHMAD KOHANI MAHDI,AHMAD-KOHANI,Mahdi,m,IRI,2001-08-05,2023 FISU World University Games,final,"Chengdu, China",SR,8.0,6.0,7.766,0.0,13.766
AHMAD KOHANI MAHDI,AHMAD-KOHANI,Mahdi,m,IRI,2001-08-05,2023 FISU World University Games,qual,"Chengdu, China",SR,6.0,6.0,8.6,0.0,14.6
AHMAD KOHANI MAHDI,AHMAD-KOHANI,Mahdi,m,IRI,2024-09-29,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",SR,12.0,6.0,7.4,0.0,13.4
AHMED SHISHIR,AHMED,Shishir,m,BAN,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,38.0,3.5,5.9,0.3,9.1
AHMED SHISHIR,AHMED,Shishir,m,BAN,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,37.0,2.4,7.1,3.0,6.5
AHMED SHISHIR,AHMED,Shishir,m,BAN,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,41.0,2.2,3.9,4.0,2.1
AHMED SHISHIR,AHMED,Shishir,m,BAN,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,34.0,2.3,7.6,5.3,4.6
AHMED SHISHIR,AHMED,Shishir,m,BAN,,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,,3.2,8.85,0.1,11.95
AHMED SHISHIR,AHMED,Shishir,m,BAN,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT1,17.0,3.2,8.85,0.1,11.95
AHMED SHISHIR,AHMED,Shishir,m,BAN,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,17.0,2.4,8.95,0.0,11.35
AHMED SHISHIR,AHMED,Shishir,m,BAN,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",hb,35.0,1.8,5.15,4.0,2.95
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,,2022 Baku World Cup,qual,"Baku, Azerbaijan",PH,42.0,4.2,6.133,0.0,10.333
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT1,10.0,5.2,8.866,0.0,14.066
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,,2022 Baku World Cup,qual,"Baku, Azerbaijan",VT2,10.0,5.2,8.8,0.1,13.9
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2017-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",VT1,7.0,5.2,9.266,0.0,14.466
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2017-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",VT1,8.0,5.2,8.966,0.0,14.166
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2017-03-20,2022 Cairo World Cup,final,"Cairo, Egypt",VT2,7.0,5.2,7.833,0.3,12.733
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2017-03-20,2022 Cairo World Cup,qual,"Cairo, Egypt",VT2,8.0,5.2,7.633,0.1,12.733
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2010-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,FX,14.0,5.5,8.133,0.0,13.633
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2010-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,HB,55.0,3.6,6.933,0.0,10.533
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2010-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PB,31.0,3.8,8.933,0.0,12.733
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2010-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,PH,20.0,4.7,8.1,0.0,12.8
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2010-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,SR,48.0,4.3,7.033,0.0,11.333
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2010-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,VT1,4.0,5.2,9.0,0.0,14.2
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2010-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,VT1,6.0,5.2,7.833,0.1,12.933
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2010-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,qual,Singapore,VT2,4.0,5.2,9.366,0.0,14.566
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2010-06-18,2023 10th Senior Artistic Gymnastics Asian Championships,final,Singapore,VT2,6.0,5.2,9.1,0.0,14.3
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",PH,38.0,4.7,8.133,0.0,12.833
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT1,18.0,5.2,8.9,0.0,14.1
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,2023-02-26,2023 Cottbus World Cup,qual,"Cottbus, Germany",VT2,18.0,5.2,8.2,0.0,13.4
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,33.0,5.3,5.6,0.0,10.9
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,23.0,4.2,7.8,0.0,12.0
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",VT1,7.0,5.2,8.966,0.3,13.866
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT1,7.0,5.2,8.8,0.0,14.0
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,,BIRMINGHAM 2022 Commonwealth Games,final,"Birmingham, England",VT2,7.0,5.2,8.433,0.1,13.533
AIMY MUHAMMAD SHARUL,AIMY,Muhammad Sharul,m,MAS,,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",VT2,7.0,5.2,8.7,0.0,13.9
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,129.0,5.7,5.4,0.5,10.6
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,119.0,4.8,6.866,0.0,11.666
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,91.0,4.7,8.3,0.0,13.0
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,138.0,3.4,4.133,3.0,4.533
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,118.0,3.8,7.966,0.0,11.766
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,112.0,5.2,8.0,0.1,13.1
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2007-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",HB,19.0,4.5,6.8,0.0,11.3
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2007-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",PB,15.0,4.7,8.05,0.0,12.75
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2007-10-09,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",VT1,5.0,5.2,9.15,0.0,14.35
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2007-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",VT1,8.0,5.2,9.25,0.0,14.45
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2007-10-09,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",VT2,5.0,5.2,7.85,0.0,13.05
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2007-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",VT2,8.0,5.2,8.0,0.1,13.1
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2008-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,26.0,5.7,5.65,0.0,11.35
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2008-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia",HB,29.0,4.6,4.4,0.0,9.0
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2008-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia",PB,20.0,5.2,7.9,0.0,13.1
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2008-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia",PH,22.0,4.8,7.8,0.0,12.6
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2008-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia",VT1,3.0,5.2,8.966,0.0,14.166
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2008-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT1,5.0,5.2,8.75,0.0,13.95
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2008-06-11,2023 Osijek World Challenge Cup,qual,"Osijek, Croatia",VT2,5.0,5.2,9.0,0.0,14.2
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2008-06-11,2023 Osijek World Challenge Cup,final,"Osijek, Croatia",VT2,3.0,5.2,9.2,0.0,14.4
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2025-05-28,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",FX,3.0,5.8,8.0,0.0,13.8
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2025-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,8.0,5.7,7.3,0.0,13.0
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2025-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",HB,16.0,4.8,7.65,0.0,12.45
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2025-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",PB,17.0,4.8,7.6,0.0,12.4
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2025-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",PH,21.0,4.5,6.5,0.0,11.0
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2025-05-28,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",VT1,5.0,5.2,7.933,0.1,13.033
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2025-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT1,4.0,5.2,9.1,0.1,14.2
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2025-05-28,2023 Varna World Challenge Cup,final,"Varna, Bulgaria",VT2,5.0,5.2,8.966,0.0,14.166
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2025-05-28,2023 Varna World Challenge Cup,qual,"Varna, Bulgaria",VT2,4.0,5.2,8.95,0.0,14.15
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2024-09-29,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",FX,38.0,2.0,8.1,8.0,2.1
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2024-09-29,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",PB,23.0,5.2,7.733,0.0,12.933
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2024-09-29,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",PH,28.0,4.8,6.633,0.0,11.433
AKHMEJANOV EMIL,AKHMEJANOV,Emil,m,KAZ,2024-09-29,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",SR,27.0,3.8,8.4,0.0,12.2
AKHMEJANOV AKHMEJANOV,AKHMEJANOV ,Akhmejanov ,m,KAZ,2024-09-29,HANGZHOU 2022 19th Asian Games,qual,"Hangzhou, China",HB,15.0,4.1,8.5,0.0,12.6
ALARCON DANIEL,ALARCON,Daniel,m,PER,2021-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",FX,22.0,5.0,6.4,0.0,11.4
ALARCON DANIEL,ALARCON,Daniel,m,PER,2021-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",FX,34.0,4.9,7.7,0.5,12.1
ALARCON DANIEL,ALARCON,Daniel,m,PER,2021-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",HB,18.0,4.7,7.7,0.0,12.4
ALARCON DANIEL,ALARCON,Daniel,m,PER,2021-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",HB,30.0,4.7,7.733,0.0,12.433
ALARCON DANIEL,ALARCON,Daniel,m,PER,2021-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",PB,17.0,4.6,7.466,0.0,12.066
ALARCON DANIEL,ALARCON,Daniel,m,PER,2021-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PB,34.0,4.6,7.7,0.0,12.3
ALARCON DANIEL,ALARCON,Daniel,m,PER,2021-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",PH,3.0,5.1,7.633,0.0,12.733
ALARCON DANIEL,ALARCON,Daniel,m,PER,2021-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",PH,37.0,4.6,6.533,0.0,11.133
ALARCON DANIEL,ALARCON,Daniel,m,PER,2021-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",SR,6.0,5.2,7.966,0.0,13.166
ALARCON DANIEL,ALARCON,Daniel,m,PER,2021-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",SR,27.0,5.2,7.366,0.0,12.566
ALARCON DANIEL,ALARCON,Daniel,m,PER,2021-10-25,SANTIAGO 2023 XIX Pan American Games,AAfinal,"Santiago, Chile",VT,20.0,5.2,7.866,0.3,12.766
ALARCON DANIEL,ALARCON,Daniel,m,PER,2021-10-25,SANTIAGO 2023 XIX Pan American Games,qual,"Santiago, Chile",VT1,29.0,5.2,8.666,0.1,13.766
ALARCON LUQUE EDWARD DANIEL,ALARCON-LUQUE,Edward Daniel,m,PER,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",FX,,5.1,7.867,0.0,12.967
ALARCON LUQUE EDWARD DANIEL,ALARCON-LUQUE,Edward Daniel,m,PER,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",HB,,4.7,7.367,0.0,12.067
ALARCON LUQUE EDWARD DANIEL,ALARCON-LUQUE,Edward Daniel,m,PER,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",PB,,4.6,7.267,0.0,11.867
ALARCON LUQUE EDWARD DANIEL,ALARCON-LUQUE,Edward Daniel,m,PER,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",SR,,5.1,7.6,0.0,12.7
ALARCON LUQUE EDWARD DANIEL,ALARCON-LUQUE,Edward Daniel,m,PER,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,5.2,7.8,0.1,12.9
ALBA RODRIGUEZ NASHELY ESMERALDA,ALBA-RODRIGUEZ,Nashely Esmeralda,w,DOM,2026-05-28,2023 Artistic Gymnastics Senior Pan American Championships,TeamQual,"Medellin, Colombia",VT,,3.8,8.233,0.0,12.033
ALDAOUD RUBA,ALDAOUD,Ruba,w,JOR,2027-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",VT1,23.0,3.2,8.6,0.0,11.8
ALDAOUD RUBA,ALDAOUD,Ruba,w,JOR,2027-04-30,2023 Cairo World Cup,qual,"Cairo, Egypt",VT2,23.0,1.6,8.566,0.0,10.166
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,93.0,4.9,7.666,0.0,12.566
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,63.0,5.2,7.766,0.0,12.966
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,105.0,5.9,6.8,0.0,12.7
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,132.0,3.4,6.1,0.0,9.5
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,67.0,4.8,8.066,0.0,12.866
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,109.0,4.8,8.5,0.1,13.2
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2007-10-09,2022 Mersin World Challenge Cup,final,"Mersin, Turkey",HB,3.0,5.2,8.5,0.0,13.7
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2007-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",HB,3.0,5.0,8.3,0.0,13.3
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2007-10-09,2022 Mersin World Challenge Cup,qual,"Mersin, Turkey",PB,13.0,5.7,7.2,0.0,12.9
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2009-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",FX,23.0,5.3,7.05,0.0,12.35
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2009-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",HB,16.0,5.2,7.55,0.0,12.75
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2009-06-12,2022 Osijek World Challenge Cup,qual,"Osijek, Croatia",PB,4.0,5.9,8.6,0.0,14.5
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2009-06-12,2022 Osijek World Challenge Cup,final,"Osijek, Croatia",PB,8.0,5.9,6.4,0.0,12.3
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",FX,102.0,5.1,6.733,0.2,11.633
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",HB,17.0,5.2,8.433,0.0,13.633
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",PB,87.0,5.5,6.7,0.0,12.2
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",PH,79.0,4.6,7.3,0.0,11.9
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",SR,44.0,4.8,8.366,0.0,13.166
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2018-08-21,2022 Senior European Championships,qual,"Munich, Germany",VT1,59.0,4.8,9.033,0.0,13.833
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",HB,6.0,5.2,8.15,0.0,13.35
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,,2022 Szombathely World Challenge Cup,final,"Szombathely, Hungary",HB,3.0,5.2,8.3,0.0,13.5
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,,2022 Szombathely World Challenge Cup,qual,"Szombathely, Hungary",PB,13.0,5.9,6.8,0.0,12.7
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2026-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",FX,25.0,5.2,6.8,0.3,11.7
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2026-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",HB,16.0,5.3,7.7,0.0,13.0
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2026-03-29,2022 Varna World Challenge Cup,final,"Varna, Bulgaria",PB,4.0,5.9,8.0,0.0,13.9
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2026-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PB,5.0,5.9,7.75,0.0,13.65
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,2026-03-29,2022 Varna World Challenge Cup,qual,"Varna, Bulgaria",PH,13.0,4.5,7.55,0.0,12.05
ALEKSANDROV YORDAN,ALEKSANDROV,Yordan,m,BUL,,2023 52nd FIG Artistic Gymnastics World Championships,qual,"Antwerp, Belgium",FX,111.0,5.0,7.766,0.1,12.666
