New_LN_FN,LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
LEE YUNSEO,LEE,Yunseo,w,KOR,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",UE,7.0,6.3,8.0,0.0,14.3
LEE YUNSEO,LEE,Yunseo,w,KOR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,16.0,6.3,8.033,0.0,14.333
LEE YUNSEO,LEE,Yunseo,w,KOR,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,16.0,6.3,8.033,0.0,14.333
LEE YUNSEO,LEE,Yunseo,w,KOR,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",VT,22.0,4.6,8.8,0.0,13.4
LEE YUNSEO,LEE,Yunseo,w,KOR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,61.0,4.6,8.8,0.0,13.4
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,13.0,5.6,8.266,0.0,13.866
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,13.0,5.6,8.266,0.0,13.866
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5.6,8.266,0.0,13.866
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",BB,,6.0,8.333,0.0,14.333
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,6.0,5.6,8.4,0.0,14.0
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,6.0,5.6,8.4,0.0,14.0
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-08-01,Olympic Games,final,"Tokyo, Japan",FX,8.0,5.2,7.3,0.1,12.4
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",FX,,5.6,8.4,0.0,14.0
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",FX,,5.7,8.466,0.0,14.166
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",UB,,6.4,8.366,0.0,14.766
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",UB,,6.4,8.5,0.0,14.9
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,6.0,6.4,8.366,0.0,14.766
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,6.0,6.4,8.366,0.0,14.766
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,26.0,5.4,8.9,0.0,14.3
LISTUNOVA VIKTORIIA,LISTUNOVA,Viktoriia,w,ROC,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",VT,,5.4,8.9,0.0,14.3
LU YUFEI,LU,Yufei,w,CHN,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",BB,7.0,5.8,7.333,0.0,13.133
LU YUFEI,LU,Yufei,w,CHN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,5.0,6.0,8.1,0.0,14.1
LU YUFEI,LU,Yufei,w,CHN,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,5.0,6.0,8.1,0.0,14.1
LU YUFEI,LU,Yufei,w,CHN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",BB,,6.0,8.1,0.0,14.1
LU YUFEI,LU,Yufei,w,CHN,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",BB,,6.0,7.966,0.0,13.966
LU YUFEI,LU,Yufei,w,CHN,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",FX,19.0,5.0,7.833,0.0,12.833
LU YUFEI,LU,Yufei,w,CHN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,48.0,5.0,7.766,0.1,12.666
LU YUFEI,LU,Yufei,w,CHN,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,48.0,5.0,7.766,0.1,12.666
LU YUFEI,LU,Yufei,w,CHN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",FX,,5.0,7.766,0.1,12.666
LU YUFEI,LU,Yufei,w,CHN,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",FX,,5.2,7.966,0.0,13.166
LU YUFEI,LU,Yufei,w,CHN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",UB,,6.2,8.5,0.0,14.7
LU YUFEI,LU,Yufei,w,CHN,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",UB,,6.1,7.233,0.0,13.333
LU YUFEI,LU,Yufei,w,CHN,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",UE,17.0,6.0,7.333,0.0,13.333
LU YUFEI,LU,Yufei,w,CHN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,7.0,6.2,8.5,0.0,14.7
LU YUFEI,LU,Yufei,w,CHN,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,7.0,6.2,8.5,0.0,14.7
LU YUFEI,LU,Yufei,w,CHN,2021-08-01,Olympic Games,final,"Tokyo, Japan",UE,4.0,6.0,8.4,0.0,14.4
LU YUFEI,LU,Yufei,w,CHN,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",VT,20.0,4.8,8.7,0.0,13.5
LU YUFEI,LU,Yufei,w,CHN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,50.0,4.8,8.8,0.0,13.6
LU YUFEI,LU,Yufei,w,CHN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",VT,,4.8,8.8,0.0,13.6
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",BB,8.0,5.0,8.066,0.0,13.066
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,31.0,5.0,8.066,0.0,13.066
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,31.0,5.0,8.066,0.0,13.066
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5.0,8.066,0.0,13.066
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",BB,,4.9,8.175,0.0,13.075
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",FX,16.0,5.0,8.0,0.0,13.0
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,45.0,4.9,7.8,0.0,12.7
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,45.0,4.9,7.8,0.1,12.7
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",FX,,4.9,7.8,0.0,12.7
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.9,7.8,0.0,13.7
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",UB,,5.7,7.733,0.0,13.433
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",UE,22.0,5.5,6.966,0.0,12.466
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,30.0,5.9,7.8,0.0,13.7
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,30.0,5.9,7.8,0.0,13.7
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",VT,18.0,5.0,9.033,0.0,14.033
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,38.0,5.0,9.1,0.0,14.1
MAGGIO MARTINA,MAGGIO,Martina,w,ITA,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",VT,,5.0,9.1,0.0,14.1
MAGISTRATI ABIGAIL,MAGISTRATI,Abigail,w,ARG,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,81.0,4.9,6.333,0.0,11.233
MAGISTRATI ABIGAIL,MAGISTRATI,Abigail,w,ARG,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,81.0,4.9,6.333,0.0,11.233
MAGISTRATI ABIGAIL,MAGISTRATI,Abigail,w,ARG,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,67.0,4.5,7.633,0.0,12.133
MAGISTRATI ABIGAIL,MAGISTRATI,Abigail,w,ARG,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,67.0,4.5,7.633,0.0,12.133
MAGISTRATI ABIGAIL,MAGISTRATI,Abigail,w,ARG,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,79.0,5.0,6.533,0.0,11.533
MAGISTRATI ABIGAIL,MAGISTRATI,Abigail,w,ARG,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,79.0,5.0,6.533,0.0,11.533
MAGISTRATI ABIGAIL,MAGISTRATI,Abigail,w,ARG,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,63.0,4.6,8.766,0.0,13.366
MARTINS FILIPA,MARTINS,Filipa,w,POR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,69.0,5.1,6.866,0.1,11.866
MARTINS FILIPA,MARTINS,Filipa,w,POR,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,69.0,5.1,6.866,0.1,11.866
MARTINS FILIPA,MARTINS,Filipa,w,POR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,46.0,4.7,7.966,0.0,12.666
MARTINS FILIPA,MARTINS,Filipa,w,POR,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,46.0,4.7,7.966,0.0,12.666
MARTINS FILIPA,MARTINS,Filipa,w,POR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,17.0,6.0,8.3,0.0,14.3
MARTINS FILIPA,MARTINS,Filipa,w,POR,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,17.0,6.0,8.3,0.0,14.3
MARTINS FILIPA,MARTINS,Filipa,w,POR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,54.0,4.6,8.866,0.0,13.466
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",BB,4.0,5.4,8.3,0.0,13.7
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,17.0,5.5,8.233,0.0,13.733
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,17.0,5.5,8.233,0.0,13.733
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5.5,8.233,0.0,13.733
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",BB,,5.4,7.166,0.0,12.566
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",FX,2.0,5.7,8.266,0.0,13.966
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,7.0,5.8,8.2,0.0,14.0
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,7.0,5.8,8.2,0.0,14.0
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-08-01,Olympic Games,final,"Tokyo, Japan",FX,3.0,5.9,8.266,0.0,14.16
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",FX,,5.8,8.2,0.0,14.0
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",FX,,5.7,8.266,0.0,13.966
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",UB,,6.3,8.633,0.0,14.933
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",UB,,6.3,8.633,0.0,14.933
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",UE,3.0,6.3,8.6,0.0,14.9
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,4.0,6.3,8.633,0.0,14.933
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,4.0,6.3,8.633,0.0,14.933
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-08-01,Olympic Games,final,"Tokyo, Japan",UE,8.0,5.9,7.166,0.0,13.06
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",VT,4.0,5.4,9.233,0.0,14.633
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,20.0,5.4,9.066,0.0,14.466
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",VT,,5.4,9.066,0.0,14.466
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",VT,,5.4,9.2,0.0,14.6
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,qual,"Tokyo, Japan",VT1,9.0,5.4,9.066,0.1,14.466
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-08-01,Olympic Games,final,"Tokyo, Japan",VT1,5.0,5.4,9.266,0.0,14.666
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-07-25,Olympic Games,qual,"Tokyo, Japan",VT2,9.0,6.0,8.866,0.1,14.766
MELNIKOVA ANGELINA,MELNIKOVA,Angelina,w,ROC,2021-08-01,Olympic Games,final,"Tokyo, Japan",VT2,5.0,6.0,8.8,0.1,14.7
MOHAMED MANDY,MOHAMED,Mandy,w,EGY,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,82.0,4.5,6.7,0.0,11.2
MOHAMED MANDY,MOHAMED,Mandy,w,EGY,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,82.0,4.5,6.7,0.0,11.2
MOHAMED MANDY,MOHAMED,Mandy,w,EGY,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,38.0,5.1,7.733,0.0,12.833
MOHAMED MANDY,MOHAMED,Mandy,w,EGY,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,38.0,5.1,7.733,0.0,12.833
MOHAMED MANDY,MOHAMED,Mandy,w,EGY,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,73.0,4.6,7.0,0.0,11.6
MOHAMED MANDY,MOHAMED,Mandy,w,EGY,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,73.0,4.6,7.0,0.0,11.6
MOHAMED MANDY,MOHAMED,Mandy,w,EGY,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,67.0,4.6,8.633,0.0,13.233
MOKOSOVA BARBORA,MOKOSOVA,Barbora,w,SVK,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,72.0,4.1,7.6,0.0,11.7
MOKOSOVA BARBORA,MOKOSOVA,Barbora,w,SVK,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,72.0,4.1,7.6,0.0,11.7
MOKOSOVA BARBORA,MOKOSOVA,Barbora,w,SVK,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,37.0,4.8,8.033,0.0,12.833
MOKOSOVA BARBORA,MOKOSOVA,Barbora,w,SVK,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,37.0,4.8,8.033,0.0,12.833
MOKOSOVA BARBORA,MOKOSOVA,Barbora,w,SVK,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,38.0,5.7,7.633,0.0,13.333
MOKOSOVA BARBORA,MOKOSOVA,Barbora,w,SVK,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,38.0,5.7,7.633,0.0,13.333
MOKOSOVA BARBORA,MOKOSOVA,Barbora,w,SVK,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,65.0,4.6,8.733,0.0,13.333
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",BB,15.0,5.0,7.433,0.0,12.433
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,25.0,5.4,7.9,0.0,13.3
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,25.0,5.4,7.9,0.0,13.3
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5.4,7.9,0.0,13.3
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",FX,8.0,5.2,8.366,0.0,13.566
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,15.0,5.1,8.433,0.0,13.533
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,15.0,5.1,8.433,0.0,13.533
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",FX,,5.1,8.433,0.0,13.533
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.0,8.0,0.0,13.0
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",UE,18.0,5.0,8.0,0.0,13.0
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,46.0,5.0,8.0,0.0,13.0
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,46.0,5.0,8.0,0.0,13.0
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",VT,14.0,5.4,8.9,0.0,14.3
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,37.0,5.4,8.733,0.0,14.133
MOORS BROOKLYN,MOORS,Brooklyn,w,CAN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",VT,,5.4,8.733,0.0,14.133
MORENO ALEXA,MORENO,Alexa,w,MEX,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,83.0,5.2,5.966,0.1,11.066
MORENO ALEXA,MORENO,Alexa,w,MEX,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,83.0,5.2,5.966,0.1,11.066
MORENO ALEXA,MORENO,Alexa,w,MEX,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,60.0,5.3,7.033,0.0,12.333
MORENO ALEXA,MORENO,Alexa,w,MEX,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,60.0,5.3,7.033,0.0,12.333
MORENO ALEXA,MORENO,Alexa,w,MEX,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,59.0,5.2,7.366,0.0,12.566
MORENO ALEXA,MORENO,Alexa,w,MEX,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,59.0,5.2,7.366,0.0,12.566
MORENO ALEXA,MORENO,Alexa,w,MEX,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,8.0,5.8,9.033,0.0,14.833
MORENO ALEXA,MORENO,Alexa,w,MEX,2021-07-25,Olympic Games,qual,"Tokyo, Japan",VT1,8.0,5.8,9.033,0.0,14.833
MORENO ALEXA,MORENO,Alexa,w,MEX,2021-08-01,Olympic Games,final,"Tokyo, Japan",VT1,4.0,5.8,8.966,0.0,14.766
MORENO ALEXA,MORENO,Alexa,w,MEX,2021-07-25,Olympic Games,qual,"Tokyo, Japan",VT2,8.0,5.6,8.933,0.1,14.433
MORENO ALEXA,MORENO,Alexa,w,MEX,2021-08-01,Olympic Games,final,"Tokyo, Japan",VT2,4.0,5.6,9.066,0.0,14.666
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,34.0,5.5,7.533,0.0,13.033
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,34.0,5.5,7.533,0.0,13.033
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5.5,7.533,0.0,13.033
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",BB,,5.5,6.733,0.0,12.233
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,57.0,4.5,7.966,0.0,12.466
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,57.0,4.5,7.966,0.3,12.466
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",FX,,4.5,7.966,0.0,12.466
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.8,8.033,0.0,13.833
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",UB,,5.8,8.233,0.0,14.033
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,28.0,5.8,8.033,0.0,13.833
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,28.0,5.8,8.033,0.0,13.833
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,43.0,4.6,9.258,0.0,13.858
MORGAN AMELIE,MORGAN,Amelie,w,GBR,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",VT,,4.6,9.258,0.0,13.858
MORI LARA,MORI,Lara,w,ITA,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,62.0,5.1,7.033,0.0,12.133
MORI LARA,MORI,Lara,w,ITA,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,19.0,5.3,8.1,0.0,13.4
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",BB,3.0,5.8,7.966,0.0,13.766
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",BB,21.0,5.7,7.766,0.0,13.466
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-25,Olympic Games,qual,"Tokyo, Japan",BB,21.0,5.7,7.766,0.0,13.466
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",BB,,5.7,7.766,0.0,13.466
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",BB,,5.8,8.033,0.0,13.833
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",FX,1.0,5.9,8.1,0.0,14.0
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",FX,8.0,5.8,8.133,0.0,13.933
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-25,Olympic Games,qual,"Tokyo, Japan",FX,8.0,5.8,8.133,0.0,13.933
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-08-01,Olympic Games,final,"Tokyo, Japan",FX,3.0,5.9,8.266,0.0,14.16
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",FX,,5.8,8.133,0.0,13.933
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",FX,,5.8,8.266,0.0,14.066
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",UB,,5.4,6.733,0.0,12.133
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-08-01,Olympic Games,TeamFinal,"Tokyo, Japan",UB,,5.7,7.0,0.0,12.7
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",UE,12.0,5.9,7.833,0.0,13.733
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",UE,64.0,5.4,6.733,0.0,12.133
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-25,Olympic Games,qual,"Tokyo, Japan",UE,64.0,5.4,6.733,0.0,12.133
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-29,Olympic Games,AAfinal,"Tokyo, Japan",VT,8.0,5.4,9.133,0.0,14.533
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-25,Olympic Games,AAqual,"Tokyo, Japan",VT,21.0,5.4,9.033,0.0,14.433
MURAKAMI MAI,MURAKAMI,Mai,w,JPN,2021-07-25,Olympic Games,TeamQual,"Tokyo, Japan",VT,,5.4,9.033,0.0,14.433
