LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
YOU,Hao,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,3,6.800,8.866,0,15.666
ARICAN,Ferhat,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,4,7.000,8.566,0,15.566
MIKULAK,Samuel,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,5,6.400,9.033,0,15.433
XIAO,Ruoteng,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,6,6.400,9.000,0,15.400
FRASER,Joe,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,7,6.600,8.800,0,15.400
PAKHNIUK,Petro,m,UKR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,8,6.600,8.733,0,15.333
BELYAVSKIY,David,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,9,6.600,8.725,0,15.325
HASHIMOTO,Daiki,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,10,6.200,9.100,0,15.300
TANIGAWA,Wataru,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,11,6.400,8.841,0,15.241
DALALOYAN,Artur,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,12,6.400,8.833,0,15.233
BAUMANN,Christian,m,SUI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,13,6.400,8.800,0,15.200
ONDER,Ahmet,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,14,6.500,8.700,0,15.200
SUN,Wei,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,15,6.500,8.633,0,15.133
POLIASHOV,Vladislav,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,15,6.500,8.633,0,15.133
KAYA,Kazuma,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,17,6.300,8.800,0,15.100
BRAEGGER,Pablo,m,SUI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,18,6.200,8.866,0,15.066
NAGORNYY,Nikita,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,19,6.100,8.866,0,14.966
REGINI-MORAN,Giarnni,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,20,6.500,8.433,0,14.933
KARTSEV,Aleksandr,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,21,6.000,8.900,0,14.900
KITAZONO,Takeru,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,22,6.300,8.600,0,14.900
ABAD,Nestor,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,23,5.800,9.000,0,14.800
ABDURAKHIMOV,Rasuljon,m,UZB,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,24,6.100,8.633,0,14.733
LIN,Chaopan,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,25,6.300,8.433,0,14.733
YUSOF,Eddy,m,SUI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,26,5.900,8.800,0,14.700
WISKUS,Shane,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,27,6.000,8.700,0,14.700
KOVTUN,Illia,m,UKR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,28,6.800,7.900,0,14.700
MALONE,Brody,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,29,5.800,8.833,0,14.633
PLATA,Joel,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,30,5.900,8.733,0,14.633
SOUZA,Caio,m,BRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,31,6.100,8.433,0,14.533
TVOROGAL,Robert,m,LTU,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,32,5.900,8.600,0,14.500
HERDER,Philipp,m,GER,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,33,6.000,8.500,0,14.500
DUNKEL,Nils,m,GER,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,34,5.900,8.533,0,14.433
KOUDINOV,Mikhail,m,NZL,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,35,6.100,8.333,0,14.433
HALL,James,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,36,5.900,8.433,0,14.333
LEE,Junho,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,37,5.600,8.666,0,14.266
YUDENKOV,Yevgen,m,UKR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,38,5.800,8.466,0,14.266
LEE Chih,Kai,m,TPE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,39,5.400,8.833,0,14.233
WHITLOCK,Max,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,40,5.300,8.800,0,14.100
TOBA,Andreas,m,GER,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,40,5.300,8.800,0,14.100
ASIL,Adem,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,42,6.000,8.091,0,14.091
MIR,Nicolau,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,43,5.500,8.533,0,14.033
CORRAL,Daniel,m,MEX,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,44,6.000,8.033,0,14.033
BARRETTO JUNIOR,Francisco,m,BRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,45,5.700,8.300,0,14.000
DIALLO,Thierno,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,46,5.900,8.100,0,14.000
TANG,Chia-Hung,m,TPE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,47,4.800,9.166,0,13.966
SOARES,Diogo,m,BRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,48,5.200,8.700,0,13.900
MOLDAUER,Yul,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,49,5.900,8.000,0,13.900
GISCHARD,Benjamin,m,SUI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,50,5.200,8.600,0,13.800
KIM,Hansol,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,51,5.700,7.966,0,13.666
GEORGIOU,Marios,m,CYP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,52,6.300,7.366,0,13.666
JESSEN,David,m,CZE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,53,5.200,8.433,0,13.633
BULL,Tyson,m,AUS,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,54,5.400,8.166,0,13.566
YULO Carlos,Edriel,m,PHI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,55,5.700,7.766,0,13.466
FRASCA,Loris,m,FRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,56,5.100,8.333,0,13.433
KARIMI,Milad,m,KAZ,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,57,6.200,7.200,0,13.400
MOHAMED,Omar,m,EGY,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,58,5.500,7.800,0,13.300
HUDDLESTON,David,m,BUL,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,59,5.300,7.866,0,13.166
EDALLI,Ludovico,m,ITA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,60,5.500,7.666,0,13.166
HEGGEMSNES,Sofus,m,NOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,61,5.000,8.433,-0.3,13.133
TIKHONOV,Ivan,m,AZE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,62,5.200,7.566,0,12.766
COURNOYER,Rene,m,CAN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,63,5.800,6.533,0,12.333
EKE,Uche,m,NGR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,64,4.800,7.733,-0.3,12.233
SHIAO,Yu-Jan,m,TPE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,65,4.400,7.700,0,12.100
RYU,Sunghyun,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,66,5.000,6.966,0,11.966
DINH Phuong,Thanh,m,VIE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,67,4.700,7.133,0,11.833
RUMBUTIS,David,m,SWE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,68,5.000,6.733,0,11.733
HUNG,Yuan-Hsi,m,TPE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,69,5.100,6.400,0,11.500
LOO Phay,Xing,m,MAS,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PB,70,3.900,6.300,0,10.200
LEE Chih,Kai,m,TPE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,1,6.400,8.866,0,15.266
Mc CLENAGHAN,Rhys,m,IRL,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,2,6.500,8.766,0,15.266
KAMEYAMA,Kohei,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,2,6.500,8.766,0,15.266
YODER,Alec,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,4,6.400,8.800,0,15.200
WHITLOCK,Max,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,5,6.800,8.100,0,14.900
SUN,Wei,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,6,6.300,8.533,0,14.833
KAYA,Kazuma,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,7,6.400,8.433,0,14.833
HASHIMOTO,Daiki,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,8,6.500,8.266,0,14.766
BELYAVSKIY,David,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,9,6.400,8.333,0,14.733
PETROV,Matvei,m,ALB,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,10,6.500,8.233,0,14.733
FRASER,Joe,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,11,6.300,8.366,0,14.666
ZOU,Jingyuan,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,12,5.900,8.700,0,14.600
DAVTYAN,Artur,m,ARM,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,13,6.000,8.566,0,14.566
NAGORNYY,Nikita,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,14,6.200,8.166,0,14.366
POLIASHOV,Vladislav,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,14,6.200,8.166,0,14.366
XIAO,Ruoteng,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,16,6.400,7.900,0,14.300
ARICAN,Ferhat,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,17,5.900,8.333,0,14.233
MOLDAUER,Yul,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,17,5.900,8.333,0,14.233
DUNKEL,Nils,m,GER,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,19,5.700,8.433,0,14.133
LIN,Chaopan,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,20,5.600,8.500,0,14.100
HALL,James,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,21,6.200,7.900,0,14.100
KITAZONO,Takeru,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,22,5.700,8.216,0,13.916
MIKULAK,Samuel,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,23,5.600,8.300,0,13.900
GISCHARD,Benjamin,m,SUI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,24,5.600,8.233,0,13.833
TANIGAWA,Wataru,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,25,5.900,7.933,0,13.833
DALALOYAN,Artur,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,26,5.800,8.000,0,13.800
FRASCA,Loris,m,FRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,27,5.500,8.266,0,13.766
MALONE,Brody,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,28,5.600,8.133,0,13.733
TOBA,Andreas,m,GER,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,29,5.700,8.000,0,13.700
DAUSER,Lukas,m,GER,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,30,5.300,8.366,0,13.666
KOVTUN,Illia,m,UKR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,31,6.000,7.666,0,13.666
EDALLI,Ludovico,m,ITA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,32,5.600,8.000,0,13.600
BRAEGGER,Pablo,m,SUI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,33,5.400,8.166,0,13.566
KARTSEV,Aleksandr,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,34,5.700,7.800,0,13.500
PLATA,Joel,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,35,5.800,7.633,0,13.433
SOUZA,Caio,m,BRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,36,5.500,7.900,0,13.400
WISKUS,Shane,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,37,5.300,8.066,0,13.366
TIKHONOV,Ivan,m,AZE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,38,5.800,7.566,0,13.366
ONDER,Ahmet,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,39,5.400,7.933,0,13.333
CORRAL,Daniel,m,MEX,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,40,6.000,7.266,0,13.266
HERDER,Philipp,m,GER,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,41,5.600,7.633,0,13.233
BARRETTO JUNIOR,Francisco,m,BRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,42,5.700,7.500,0,13.200
TOMMASONE,Cyril,m,FRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,43,6.100,7.000,0,13.100
HEGGEMSNES,Sofus,m,NOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,44,5.200,7.866,0,13.066
TANG,Chia-Hung,m,TPE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,45,4.700,8.300,0,13.000
MOHAMED,Omar,m,EGY,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,46,5.000,8.000,0,13.000
YUDENKOV,Yevgen,m,UKR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,47,5.600,7.366,0,12.966
LEE,Junho,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,48,4.800,8.100,0,12.900
RYU,Sunghyun,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,48,4.800,8.100,0,12.900
DIALLO,Thierno,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,50,5.700,7.200,0,12.900
SHIAO,Yu-Jan,m,TPE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,51,6.300,6.600,0,12.900
EKE,Uche,m,NGR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,52,5.500,7.366,0,12.866
PAKHNIUK,Petro,m,UKR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,53,5.900,6.966,0,12.866
SOARES,Diogo,m,BRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,54,5.100,7.700,0,12.800
COURNOYER,Rene,m,CAN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,55,5.200,7.600,0,12.800
DOLGOPYAT,Artem,m,ISR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,56,5.800,6.966,0,12.766
BAUMANN,Christian,m,SUI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,57,5.400,7.300,0,12.700
MIR,Nicolau,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,58,5.000,7.600,0,12.600
KOUDINOV,Mikhail,m,NZL,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,59,4.400,8.066,0,12.466
YUSOF,Eddy,m,SUI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,60,5.600,6.866,0,12.466
ASIL,Adem,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,61,6.000,6.400,0,12.400
JESSEN,David,m,CZE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,62,5.500,6.833,0,12.333
LOO Phay,Xing,m,MAS,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,63,5.700,6.566,0,12.266
ABDURAKHIMOV,Rasuljon,m,UZB,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,64,4.900,7.266,0,12.166
REGINI-MORAN,Giarnni,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,65,5.300,6.866,0,12.166
TVOROGAL,Robert,m,LTU,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,66,5.500,6.600,0,12.100
RUMBUTIS,David,m,SWE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,67,5.200,6.833,0,12.033
KARIMI,Milad,m,KAZ,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,68,5.700,6.200,0,11.900
YULO Carlos,Edriel,m,PHI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,69,4.400,7.433,0,11.833
KIM,Hansol,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,70,4.800,7.033,0,11.833
ABAD,Nestor,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,71,5.000,6.466,0,11.466
HUDDLESTON,David,m,BUL,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,72,3.800,7.200,0,11.000
HUNG,Yuan-Hsi,m,TPE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,73,4.000,6.766,0,10.766
GEORGIOU,Marios,m,CYP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",PH,74,4.800,5.866,0,10.666
PETROUNIAS,Eleftherios,m,GRE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,1,6.300,9.033,0,15.333
LIU,Yang,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,2,6.400,8.900,0,15.300
AIT SAID,Samir,m,FRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,3,6.300,8.766,0,15.066
COLAK,Ibrahim,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,4,6.200,8.733,0,14.933
ZANETTI,Arthur,m,BRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,5,6.200,8.700,0,14.900
ASIL,Adem,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,6,6.200,8.600,0,14.800
ABLIAZIN,Denis,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,7,6.300,8.500,0,14.800
YOU,Hao,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,8,6.500,8.300,0,14.800
LODADIO,Marco,m,ITA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,9,6.400,8.233,0,14.633
DALALOYAN,Artur,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,10,6.000,8.500,0,14.500
RADIVILOV,Igor,m,UKR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,11,6.000,8.466,0,14.466
FRASER,Joe,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,12,5.800,8.600,0,14.400
ONDER,Ahmet,m,TUR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,13,6.000,8.366,0,14.366
KAYA,Kazuma,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,14,6.100,8.266,0,14.366
SOUZA,Caio,m,BRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,15,6.000,8.333,0,14.333
NAGORNYY,Nikita,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,15,6.000,8.333,0,14.333
TANIGAWA,Wataru,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,17,6.000,8.300,0,14.300
SUN,Wei,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,18,5.900,8.333,0,14.233
MALONE,Brody,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,19,5.600,8.600,0,14.200
TIKHONOV,Ivan,m,AZE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,20,5.900,8.300,0,14.200
XIAO,Ruoteng,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,21,6.000,8.200,0,14.200
MOLDAUER,Yul,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,22,5.800,8.233,0,14.033
BELYAVSKIY,David,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,23,5.700,8.300,0,14.000
YULO Carlos,Edriel,m,PHI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,24,5.800,8.200,0,14.000
MIKULAK,Samuel,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,25,5.300,8.566,0,13.866
WISKUS,Shane,m,USA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,26,5.500,8.366,0,13.866
HASHIMOTO,Daiki,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,27,5.600,8.266,0,13.866
TANG,Chia-Hung,m,TPE,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,28,5.500,8.333,0,13.833
BAUMANN,Christian,m,SUI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,29,5.500,8.266,0,13.766
HALL,James,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,30,5.600,8.133,0,13.733
TOBA,Andreas,m,GER,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,31,5.800,7.933,0,13.733
LEE,Junho,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,32,5.000,8.700,0,13.700
COURNOYER,Rene,m,CAN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,33,5.500,8.166,0,13.666
KARTSEV,Aleksandr,m,ROC,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,34,5.200,8.433,0,13.633
DUNKEL,Nils,m,GER,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,35,5.500,8.100,0,13.600
KIM,Hansol,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,35,5.500,8.100,0,13.600
DAUSER,Lukas,m,GER,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,37,5.300,8.233,0,13.533
YUSOF,Eddy,m,SUI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,38,5.500,8.033,0,13.533
BRAEGGER,Pablo,m,SUI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,39,4.600,8.866,0,13.466
PAKHNIUK,Petro,m,UKR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,40,5.200,8.266,0,13.466
LIN,Chaopan,m,CHN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,41,5.600,7.833,0,13.433
REGINI-MORAN,Giarnni,m,GBR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,42,4.600,8.766,0,13.366
CORRAL,Daniel,m,MEX,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,43,5.100,8.266,0,13.366
KITAZONO,Takeru,m,JPN,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,44,4.500,8.833,0,13.333
EDALLI,Ludovico,m,ITA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,45,4.800,8.533,0,13.333
GISCHARD,Benjamin,m,SUI,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,46,5.300,8.033,0,13.333
HERDER,Philipp,m,GER,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,47,5.600,7.733,0,13.333
TVOROGAL,Robert,m,LTU,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,48,4.500,8.800,0,13.300
KARIMI,Milad,m,KAZ,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,49,4.800,8.500,0,13.300
PLATA,Joel,m,ESP,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,50,5.000,8.300,0,13.300
YUDENKOV,Yevgen,m,UKR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,51,5.700,7.566,0,13.266
HEGGEMSNES,Sofus,m,NOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,52,4.600,8.633,0,13.233
BARRETTO JUNIOR,Francisco,m,BRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,53,4.300,8.900,0,13.200
RYU,Sunghyun,m,KOR,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,54,5.000,8.166,0,13.166
SOARES,Diogo,m,BRA,SAT 24 JUL 2021,Olympic Games,qual,"Tokyo, Japan",SR,55,4.600,8.533,0,13.133
