Name,Country,Matches Participated,Average D_Score,D_Score Variance,Average E_Score,E_Score Variance,Average Penalty,Penalty Variance,Mean,Std,Apparatus_BB,Apparatus_FX,Apparatus_UE,Apparatus_VT
CHRISTIAN NORAH,USA,2,5.15,0.12250000000000005,6.9,0.25,0.0,0.0,12.05,0.850001,0,0,1,0
CHRISTIAN NORAH,USA,2,4.4,0.0399999999999999,8.149999999999999,0.30249999999999977,0.15,0.0225,12.4,0.500001,0,0,0,1
CITHERLET LOU ANNE,SUI,2,3.5999999999999996,0.03999999999999998,8.5665,0.004422249999999941,0.0,0.0,12.1665,0.266502,0,0,0,1
CLARK TARA VELLA,MLT,3,3.1999999999999997,0.026666666666666655,8.121666666666666,0.2862642222222221,0.7000000000000001,0.8466666666666666,10.621667,0.80262,0,0,0,1
COBB REECE,NZL,3,5.066666666666666,0.015555555555555526,6.277333333333334,0.9348642222222224,0.06666666666666667,0.0022222222222222227,11.277333,1.009587,1,0,0,0
COBB REECE,NZL,3,4.233333333333333,0.015555555555555623,7.299333333333334,0.148888888888889,0.13333333333333333,0.0022222222222222222,11.399333,0.249446,0,1,0,0
COBB REECE,NZL,3,4.300000000000001,0.006666666666666678,7.166333333333333,0.23388155555555548,0.0,0.0,11.466333,0.471963,0,0,1,0
COBB REECE,NZL,2,3.4000000000000004,0.03999999999999998,8.4995,0.0011222500000000056,0.15,0.0225,11.7495,0.316502,0,0,0,1
COSMAN LILIA,ROU,2,5.35,0.0025000000000000265,7.499499999999999,0.017822250000000046,0.0,0.0,12.8495,0.183503,0,0,1,0
COSMAN LILIA,ROU,2,4.6,0.0,8.849499999999999,0.033672249999999834,0.05,0.0025000000000000005,13.3995,0.233502,0,0,0,1
COSTA MAFALDA,POR,4,4.800000000000001,0.03500000000000002,6.6080000000000005,0.20396949999999997,0.0,0.0,11.408,0.332747,1,0,0,0
COSTA MAFALDA,POR,4,4.625,0.006875000000000017,7.2997499999999995,0.0022111875000000005,0.0,0.0,11.92475,0.075827,0,1,0,0
COSTA MAFALDA,POR,4,4.0,0.17500000000000013,5.4662500000000005,1.1206611874999997,0.075,0.016874999999999998,9.39125,1.316197,0,0,1,0
COSTA MAFALDA,POR,5,3.2800000000000002,0.02559999999999999,8.5464,0.01451384000000006,0.02,0.0016,11.8064,0.286333,0,0,0,1
CRNJAC LARA,SLO,2,3.95,0.12249999999999991,7.633,0.009999999999999929,0.0,0.0,11.583,0.250002,0,0,1,0
CURTI RUIZ MILAGROS,ARG,5,4.840000000000001,0.030400000000000003,7.1930000000000005,0.2342668000000001,0.0,0.0,12.033,0.579472,1,0,0,0
CURTI RUIZ MILAGROS,ARG,5,4.58,0.013599999999999982,7.5664,0.1565022399999999,0.02,0.0016,12.1264,0.418205,0,1,0,0
CURTI RUIZ MILAGROS,ARG,3,4.366666666666667,0.008888888888888906,7.233,0.05619266666666654,0.0,0.0,11.599667,0.302901,0,0,1,0
CURTI RUIZ MILAGROS,ARG,5,4.2,0.0,8.479800000000001,0.11731656000000008,0.0,0.0,12.6798,0.342517,0,0,0,1
CZIFRA BETTINA LILI,HUN,4,5.424999999999999,0.011874999999999972,7.04125,0.9539486875000006,0.025,0.0018750000000000008,12.44125,1.075755,1,0,0,0
CZIFRA BETTINA LILI,HUN,2,5.15,0.0025000000000000265,7.4995,0.0011222500000000056,0.0,0.0,12.6495,0.083506,0,0,1,0
CZIFRA BETTINA LILI,HUN,2,4.6,0.15999999999999992,8.582999999999998,0.0024999999999999823,0.15,0.0225,13.033,0.600001,0,0,0,1
DABOUR FARIDA,EGY,2,3.5,0.010000000000000018,8.5165,0.00027224999999999136,0.0,0.0,12.0165,0.083506,0,0,0,1
DANDOIS MARGAUX,BEL,3,5.1,0.12666666666666684,6.588666666666666,0.01871622222222224,0.0,0.0,11.688667,0.465386,1,0,0,0
DANDOIS MARGAUX,BEL,4,4.975,0.0068749999999999515,7.558249999999999,0.1637626875,0.0,0.0,12.53325,0.391792,0,1,0,0
DANDOIS MARGAUX,BEL,3,5.066666666666666,0.0022222222222222066,7.566333333333333,0.11168155555555555,0.0,0.0,12.633,0.306475,0,0,1,0
DAS PRANATI,IND,3,4.533333333333333,0.008888888888888826,5.833333333333333,0.6227482222222221,0.0,0.0,10.366667,0.794785,1,0,0,0
DAS PRANATI,IND,2,4.3,0.25,6.95,0.033488999999999935,0.0,0.0,11.25,0.683001,0,1,0,0
DAS NEVES BOTEGA SOARES JULIA,BRA,2,5.2,0.0,7.2165,0.013572250000000063,0.05,0.0025000000000000005,12.3665,0.066508,1,0,0,0
DAS NEVES BOTEGA SOARES JULIA,BRA,2,5.199999999999999,0.010000000000000018,7.9665,0.027722249999999886,0.2,0.0,12.9665,0.066508,0,1,0,0
DAS NEVES BOTEGA SOARES JULIA,BRA,2,4.9,0.0,7.416499999999999,0.10017225,0.0,0.0,12.3165,0.316502,0,0,1,0
DAVIES GRACE,GBR,2,4.85,0.02249999999999997,7.5,0.20250000000000015,0.0,0.0,12.35,0.600001,0,0,1,0
DAVIES GRACE,GBR,2,4.0,0.04000000000000007,8.65,0.009999999999999929,0.0,0.0,12.65,0.100005,0,0,0,1
DE FREITAS JOANA,MON,4,4.1,0.06500000000000009,5.98325,0.18074168750000003,0.025,0.0018750000000000008,10.05825,0.580285,1,0,0,0
DE FREITAS JOANA,MON,4,4.1,0.0,6.783,0.1214944999999999,0.0,0.0,10.883,0.348562,0,1,0,0
DE FREITAS JOANA,MON,2,3.45,0.0025000000000000044,6.215999999999999,0.4224999999999999,0.0,0.0,9.666,0.700001,0,0,1,0
DE FREITAS JOANA,MON,3,3.5333333333333337,0.22222222222222224,8.532666666666666,0.0022222222222222855,0.06666666666666667,0.0022222222222222222,11.999333,0.478424,0,0,0,1
DE JESUS DOS SANTOS MELANIE,FRA,5,5.46,0.1504,7.326400000000001,0.39924984000000013,0.0,0.0,12.7864,0.950622,1,0,0,0
DE JESUS DOS SANTOS MELANIE,FRA,5,5.4,0.04399999999999997,8.133,0.028831200000000036,0.04,0.0024000000000000002,13.493,0.229504,0,1,0,0
DE JESUS DOS SANTOS MELANIE,FRA,5,6.040000000000001,0.14240000000000003,7.6464,0.26438944,0.0,0.0,13.6864,0.768764,0,0,1,0
DE JESUS DOS SANTOS MELANIE,FRA,5,5.0,0.0,9.079600000000001,0.08691744000000012,0.04,0.0024000000000000002,14.0396,0.313698,0,0,0,1
DELGADO LOPEZ NATALIA GABRIELA,PUR,2,4.5,0.0,6.617,0.0024999999999999823,0.0,0.0,11.117,0.05001,1,0,0,0
DELGADO LOPEZ NATALIA GABRIELA,PUR,2,3.2,0.0,8.0165,0.0069722499999999845,0.0,0.0,11.2165,0.083506,0,0,0,1
DENOMMEE LAURIE,CAN,4,5.1,0.014999999999999982,7.899749999999999,0.033461187499999996,0.0,0.0,12.99975,0.234653,0,1,0,0
DENOMMEE LAURIE,CAN,3,4.9,0.0,7.688666666666666,0.03845688888888896,0.0,0.0,12.588667,0.196107,0,0,1,0
DENOMMEE LAURIE,CAN,7,4.428571428571429,0.07346938775510195,8.895142857142856,0.021312979591836794,0.0,0.0,13.323714,0.305153,0,0,0,1
DENOMMEE LAURIE,CAN,2,5.1,0.010000000000000018,6.2,0.0899999999999999,0.0,0.0,11.3,0.400001,1,0,0,0
DENOMMÉE LAURIE,CAN,2,5.0,0.0,7.749499999999999,0.03367225,0.0,0.0,12.7495,0.183503,0,1,0,0
DENOMMÉE LAURIE,CAN,2,4.9,0.0,7.4665,0.11122224999999994,0.0,0.0,12.3665,0.333501,0,0,1,0
DENOMMÉE LAURIE,CAN,4,4.1,0.010000000000000018,8.707999999999998,0.010719500000000033,0.0,0.0,12.808,0.197536,0,0,0,1
DEVILLARD COLINE,FRA,28,4.942857142857142,0.31673469387755115,8.84917857142857,0.14082643239795914,0.028571428571428574,0.006326530612244898,13.763464,0.614995,0,0,0,1
DEVILLARD COLINE,FRA,3,4.966666666666667,0.015555555555555545,7.644333333333333,0.08626422222222235,0.0,0.0,12.611,0.23161,1,0,0,0
DIAZ KARELYS,PUR,3,4.566666666666666,0.02888888888888882,5.8999999999999995,0.34666666666666685,0.03333333333333333,0.0022222222222222227,10.433333,0.464281,1,0,0,0
DIAZ KARELYS,PUR,4,4.55,0.0024999999999999823,7.3790000000000004,0.05977299999999993,0.075,0.016874999999999998,11.854,0.226713,0,1,0,0
DIAZ KARELYS,PUR,3,4.266666666666667,0.0022222222222222066,7.0,0.05166666666666663,0.0,0.0,11.266667,0.192933,0,0,1,0
DIAZ KARELYS,PUR,3,4.0,0.08000000000000002,8.427666666666667,0.024897555555555534,0.0,0.0,12.427667,0.394924,0,0,0,1
DIAZ STELLA LOREN,PUR,5,4.300000000000001,0.024000000000000042,6.87,0.19003560000000017,0.0,0.0,11.17,0.451748,1,0,0,0
DIAZ STELLA LOREN,PUR,3,4.0,0.12666666666666668,7.0889999999999995,0.04530866666666672,0.0,0.0,11.089,0.162203,0,1,0,0
DIAZ STELLA LOREN,PUR,5,4.4,0.0,7.6434000000000015,0.05051424000000002,0.0,0.0,12.0434,0.224756,0,0,1,0
DIAZ STELLA LOREN,PUR,4,3.95,0.1875,8.0835,0.11322224999999997,0.0,0.0,12.0335,0.63951,0,0,0,1
DIAZ MUNIZ STELLA,PUR,2,4.45,0.0024999999999999823,6.85,0.12250000000000005,0.0,0.0,11.3,0.400001,1,0,0,0
DIAZ MUNIZ STELLA,PUR,2,3.95,0.12249999999999991,7.1995000000000005,0.004422250000000001,0.0,0.0,11.1495,0.283502,0,1,0,0
DIAZ MUNIZ STELLA,PUR,2,4.65,0.02249999999999997,5.8995,0.11122224999999994,0.15,0.0225,10.3995,0.333501,0,0,1,0
DIAZ MUNIZ STELLA,PUR,2,3.9000000000000004,0.09000000000000002,8.2995,0.01782224999999993,0.0,0.0,12.1995,0.166503,0,0,0,1
DICELLO KAYLA,USA,8,5.6375,0.012343750000000004,7.49575,0.4028514375000002,0.0,0.0,13.13325,0.640051,1,0,0,0
DICELLO KAYLA,USA,8,5.45,0.009999999999999985,8.174875,0.016452109375,0.0,0.0,13.624875,0.20357,0,1,0,0
DICELLO KAYLA,USA,7,5.485714285714286,0.024081632653061173,7.847571428571429,0.31263538775510186,0.0,0.0,13.333286,0.706414,0,0,1,0
DICELLO KAYLA,USA,7,4.885714285714286,0.07836734693877548,9.142714285714288,0.008496204081632654,0.0,0.0,14.028429,0.271608,0,0,0,1
DISIDORE AMELIA,USA,8,5.175,0.4118749999999999,7.03125,0.22496093749999996,0.025,0.0018750000000000006,12.18125,0.706638,1,0,0,0
DISIDORE AMELIA,USA,8,5.3375,0.07984374999999991,7.731249999999999,0.04121093750000001,0.0125,0.0010937500000000003,13.05625,0.366093,0,1,0,0
DISIDORE AMELIA,USA,8,5.0375,0.08734374999999997,6.8375,0.5504687499999998,0.0,0.0,11.875,0.896522,0,0,1,0
DISIDORE AMELIA,USA,8,4.8,0.11999999999999995,9.056249999999999,0.04339843750000014,0.0,0.0,13.85625,0.354823,0,0,0,1
DJURDJEVIC ANDJELA,SRB,3,4.4,0.0266666666666666,5.311,0.4157086666666663,0.06666666666666667,0.0022222222222222227,9.644333,0.458838,1,0,0,0
DONNELLY TARA,GBR,3,4.5,0.0,6.733333333333333,0.6438888888888891,0.0,0.0,11.233333,0.802427,1,0,0,0
DONNELLY TARA,GBR,3,4.633333333333333,0.008888888888888906,7.0,0.026666666666666713,0.2333333333333333,0.02888888888888889,11.4,0.141425,0,1,0,0
DONNELLY TARA,GBR,3,3.8666666666666667,0.10888888888888881,7.066666666666666,0.017222222222222208,0.0,0.0,10.933333,0.201387,0,0,1,0
DONNELLY TARA,GBR,8,3.6750000000000003,0.21937500000000004,8.4375,0.09484374999999987,0.0,0.0,12.1125,0.740672,0,0,0,1
DOR GEFFEN,ISR,5,4.5200000000000005,0.009599999999999932,6.506400000000001,0.3766258399999999,0.0,0.0,11.0264,0.591583,1,0,0,0
DOR GEFFEN,ISR,3,4.3,0.006666666666666678,7.061,0.08740866666666662,0.03333333333333333,0.002222222222222223,11.327667,0.275618,0,1,0,0
DOR GEFFEN,ISR,2,3.85,0.12250000000000007,5.616,0.7225000000000001,0.0,0.0,9.466,0.500001,0,0,1,0
DOWLING JESSICA,CAN,4,4.475,0.0018749999999999867,6.84125,0.1923486875,0.025,0.0018750000000000004,11.29125,0.466181,1,0,0,0
DOWLING JESSICA,CAN,7,5.3999999999999995,0.0028571428571428623,6.8472857142857135,1.2566467755102042,0.0,0.0,12.247286,1.13283,0,0,1,0
DOWLING JESSICA,CAN,3,4.9,0.0,7.3886666666666665,0.015064222222222298,0.20000000000000004,0.006666666666666665,12.088667,0.041616,0,1,0,0
DOWLING JESSICA,CAN,2,3.8,0.1600000000000001,8.1,0.15999999999999992,0.1,0.0,11.8,0.800001,0,0,0,1
DOWNIE REBECCA,GBR,2,5.05,0.0024999999999999823,7.4,0.20249999999999974,0.0,0.0,12.45,0.500001,1,0,0,0
DOWNIE REBECCA,GBR,5,6.0200000000000005,0.057599999999999894,8.139800000000001,0.04922495999999984,0.0,0.0,14.1598,0.284805,0,0,1,0
DRNCOVA ELISKA,CZE,2,4.95,0.0024999999999999823,6.2330000000000005,0.6938889999999995,0.05,0.0025000000000000005,11.133,0.933001,1,0,0,0
DRNCOVA ELISKA,CZE,2,4.9,0.0,6.9495000000000005,0.34047225000000036,0.0,0.0,11.8495,0.583501,0,0,1,0
DU SIYU,CHN,2,6.0,0.04000000000000007,8.099499999999999,0.00442225000000006,0.0,0.0,14.0995,0.266502,0,0,1,0
DUCAS LAUREN,CUB,2,4.5,0.0,6.075,0.10562500000000012,0.0,0.0,10.575,0.325002,1,0,0,0
DUCAS LAUREN,CUB,2,4.15,0.0025000000000000265,6.85,0.0025000000000000265,0.0,0.0,11.0,0.100005,0,1,0,0
DUCAS LAUREN,CUB,2,2.95,0.4225000000000002,5.225,0.0006249999999999956,0.0,0.0,8.175,0.625001,0,0,1,0
DUCAS LAUREN,CUB,2,3.4,0.0,8.05,0.12250000000000005,0.0,0.0,11.45,0.350001,0,0,0,1
DUTA ANTONIA,ROU,3,4.766666666666667,0.04222222222222222,5.688666666666666,1.2842568888888894,0.06666666666666667,0.0022222222222222222,10.388667,0.911624,1,0,0,0
DUTA ANTONIA,ROU,4,5.025,0.0018749999999999865,7.3955,0.21223825000000007,0.1,0.015,12.3205,0.58111,0,1,0,0
DUTA ANTONIA,ROU,5,3.96,0.08640000000000003,8.53,0.02959999999999987,0.06,0.014400000000000001,12.43,0.309194,0,0,0,1
DUTA ANTONIA,ROU,2,4.800000000000001,0.010000000000000018,7.225,0.07562499999999994,0.0,0.0,12.025,0.375001,0,0,1,0
EDWARDS AMANDA,AUS,2,4.45,0.0024999999999999823,7.4665,0.11122224999999994,0.0,0.0,11.9165,0.383501,1,0,0,0
EDWARDS AMANDA,AUS,2,4.5,0.0,7.6495,0.000272250000000006,0.15,0.0225,11.9995,0.133504,0,1,0,0
EDWARDS AMANDA,AUS,2,3.4,0.0,7.433,0.027888999999999938,0.0,0.0,10.833,0.167003,0,0,1,0
EDWARDS AMANDA,AUS,2,3.4000000000000004,0.03999999999999998,8.6495,0.0069722499999999845,0.0,0.0,12.0495,0.283502,0,0,0,1
EMEINIDOU ALEXANDRA,GRE,2,3.5,0.010000000000000018,8.033000000000001,0.134689,0.05,0.0025000000000000005,11.483,0.317002,0,0,0,1
ENGHELS FIEN,BEL,5,4.92,0.05360000000000002,7.0598,0.5185173600000001,0.08,0.013599999999999998,11.8998,0.849385,1,0,0,0
ENGHELS FIEN,BEL,6,5.550000000000001,0.02249999999999996,7.735833333333335,0.2776031388888886,0.0,0.0,13.285833,0.554095,0,0,1,0
EOM DOHYUN,KOR,4,5.674999999999999,0.03687499999999999,6.29125,0.8086236875000004,0.0,0.0,11.96625,1.006659,1,0,0,0
EOM DOHYUN,KOR,2,5.0,0.0,7.749499999999999,0.01357224999999996,0.0,0.0,12.7495,0.116504,0,1,0,0
EOM DOHYUN,KOR,3,5.5,0.0,7.599666666666667,0.000748222222222226,0.0,0.0,13.099667,0.027372,0,0,1,0
ERCEGOVIC ANTEA,CRO,2,4.0,0.04000000000000007,8.749500000000001,0.00027224999999999136,0.0,0.0,12.7495,0.183503,0,0,0,1
ERIKSSON ALVA,SWE,2,4.35,0.0625,6.433,0.5372890000000001,0.0,0.0,10.783,0.483001,1,0,0,0
ERIKSSON ALVA,SWE,2,4.5,0.009999999999999929,7.7,0.0,0.1,0.0,12.1,0.100005,0,1,0,0
ERIKSSON ALVA,SWE,3,4.633333333333334,0.02888888888888882,7.366333333333333,0.015555555555555623,0.0,0.0,11.999667,0.047151,0,0,1,0
ERIKSSON ALVA,SWE,2,3.2,0.0,8.466000000000001,0.010000000000000106,0.0,0.0,11.666,0.100005,0,0,0,1
ESCALERA NATALIA ISABEL,MEX,9,5.2444444444444445,0.004691358024691354,6.771888888888888,0.47770254320987654,0.011111111111111112,0.0009876543209876546,12.005222,0.731513,1,0,0,0
ESCALERA NATALIA ISABEL,MEX,11,5.1000000000000005,0.03999999999999997,7.851363636363636,0.07620223140495856,0.10909090909090911,0.015371900826446282,12.842273,0.402741,0,1,0,0
ESCALERA NATALIA ISABEL,MEX,11,5.699999999999999,0.052727272727272734,7.001272727272728,0.3113389256198348,0.0,0.0,12.701273,0.713158,0,0,1,0
ESCALERA NATALIA ISABEL,MEX,21,4.533333333333333,0.008888888888888826,8.715523809523809,0.0539550113378686,0.023809523809523808,0.004671201814058956,13.225048,0.294017,0,0,0,1
ESCOBAR GINNA,COL,4,4.35,0.04249999999999999,6.812500000000001,0.07421874999999986,0.025,0.0018750000000000008,11.1375,0.320889,1,0,0,0
ESCOBAR GINNA,COL,4,4.725,0.031875000000000084,7.3,0.028749999999999994,0.0,0.0,12.025,0.270418,0,1,0,0
ESCOBAR GINNA,COL,4,4.35,0.0025000000000000265,7.1125,1.0892187500000008,0.0,0.0,11.4625,1.008945,0,0,1,0
ESCOBAR GINNA,COL,4,4.1499999999999995,0.007500000000000014,8.28725,0.2435736875000002,0.025,0.0018750000000000008,12.41225,0.623368,0,0,0,1
ESCOBAR BETANCUR GINNA,COL,5,4.36,0.02240000000000005,6.2265999999999995,0.6995858400000001,0.02,0.0016,10.5666,0.88838,1,0,0,0
ESCOBAR BETANCUR GINNA,COL,4,4.525,0.02687499999999993,6.82475,0.6411986874999998,0.025,0.0018750000000000004,11.32475,0.908983,0,1,0,0
ESCOBAR BETANCUR GINNA,COL,5,4.44,0.0664000000000001,7.086399999999999,0.2504018399999998,0.0,0.0,11.5264,0.743297,0,0,1,0
ESCOBAR BETANCUR GINNA,COL,4,4.2,0.0,8.57475,0.013512687500000039,0.0,0.0,12.77475,0.116248,0,0,0,1
ESPOSITO MANILA,ITA,8,5.5,0.1275,7.5205,0.44821325000000023,0.0,0.0,13.0205,0.9433,1,0,0,0
ESPOSITO MANILA,ITA,9,5.4111111111111105,0.05209876543209875,7.6626666666666665,0.3105891111111111,0.1111111111111111,0.012098765432098766,12.962667,0.744977,0,1,0,0
ESPOSITO MANILA,ITA,6,5.75,0.0258333333333334,7.577333333333333,0.3589902222222221,0.0,0.0,13.327333,0.712057,0,0,1,0
ESPOSITO MANILA,ITA,11,4.454545454545455,0.03702479338842966,9.069272727272725,0.022884380165289268,0.009090909090909092,0.0008264462809917353,13.514727,0.240556,0,0,0,1
ESTARLI LUCILA,ARG,2,4.65,0.0025000000000000265,6.8165,0.26677225000000016,0.0,0.0,11.4665,0.466501,1,0,0,0
ESTARLI LUCILA,ARG,2,4.699999999999999,0.010000000000000018,6.7330000000000005,0.054289000000000046,0.0,0.0,11.433,0.333002,0,1,0,0
ESTARLI LUCILA,ARG,2,4.3,0.0,6.2165,0.34047224999999987,0.0,0.0,10.5165,0.583501,0,0,1,0
ESTARLI LUCILA,ARG,6,4.2,0.08000000000000014,8.282833333333334,0.0840574722222221,0.06666666666666667,0.012222222222222225,12.416167,0.63479,0,0,0,1
EVAN RUBY,GBR,2,4.75,0.0024999999999999823,8.183,0.002500000000000071,0.0,0.0,12.933,0.100005,1,0,0,0
EVAN RUBY,GBR,2,5.4,0.0,8.083,0.00028899999999998165,0.0,0.0,13.483,0.017029,0,1,0,0
EVAN RUBY,GBR,4,4.4,0.3600000000000001,8.8165,0.01921675000000003,0.025,0.0018750000000000004,13.1915,0.760801,0,0,0,1
EVANS MIA,GBR,2,4.6,0.010000000000000018,6.425000000000001,0.22562500000000008,0.05,0.0025000000000000005,10.975,0.425001,1,0,0,0
EVANS MIA,GBR,3,4.7,0.006666666666666678,7.483333333333334,0.4872222222222226,0.26666666666666666,0.09555555555555555,11.916667,1.074193,0,1,0,0
EVANS MIA,GBR,2,4.25,0.0024999999999999823,6.825,0.3306250000000002,0.0,0.0,11.075,0.525001,0,0,1,0
EVANS MIA,GBR,2,4.2,0.0,8.850000000000001,0.0024999999999999823,0.0,0.0,13.05,0.05001,0,0,0,1
EVANS RUBY,GBR,4,5.449999999999999,0.007499999999999948,7.68725,0.03437368750000004,0.175,0.031875,12.96225,0.307672,0,1,0,0
EVANS RUBY,GBR,6,4.666666666666667,0.3955555555555558,8.694333333333335,0.16226055555555552,0.09999999999999999,0.02,13.261,0.822662,0,0,0,1
EVERY AMIKA,ARU,2,2.9000000000000004,2.250000000000001,7.075,1.5006250000000012,3.25,10.5625,6.725,3.525,0,1,0,0
EVERY AMIKA,ARU,3,3.6666666666666665,0.14222222222222233,8.5,0.019999999999999858,0.06666666666666667,0.0022222222222222227,12.1,0.565686,0,0,0,1
FATTA ADDISON,USA,9,4.955555555555556,0.01580246913580247,7.168444444444443,0.29683269135802476,0.011111111111111112,0.0009876543209876543,12.112889,0.628841,1,0,0,0
FATTA ADDISON,USA,11,5.427272727272727,0.0019834710743801514,7.960636363636362,0.05947677685950412,0.0,0.0,13.387909,0.225568,0,0,1,0
FATTA ADDISON,USA,13,4.815384615384615,0.24284023668639054,8.693461538461538,0.05770347928994077,0.007692307692307693,0.0007100591715976331,13.501154,0.624961,0,0,0,1
FATTA ADDISON,USA,7,5.157142857142857,0.07673469387755102,7.4595714285714285,0.14716395918367375,0.0,0.0,12.616714,0.529561,0,1,0,0
FENTON GEORGIA MAE,GBR,11,5.409090909090908,0.02264462809917354,7.305909090909092,0.30865808264462796,0.0,0.0,12.715,0.583045,1,0,0,0
FENTON GEORGIA MAE,GBR,15,5.726666666666666,0.03795555555555557,7.957666666666666,0.2022242222222222,0.0,0.0,13.684333,0.465688,0,0,1,0
FENTON GEORGIA MAE,GBR,7,4.542857142857144,0.019591836734693825,8.809285714285714,0.21554248979591842,0.08571428571428572,0.01836734693877551,13.266429,0.58492,0,0,0,1
FENTON GEORGIA MAE,GBR,7,4.857142857142857,0.05673469387755097,8.076142857142857,0.08867212244897957,0.014285714285714287,0.0012244897959183677,12.919,0.377732,0,1,0,0
FERNANDEZ EMMA,ESP,2,4.949999999999999,0.02249999999999997,6.5495,0.2667722499999997,0.05,0.0025000000000000005,11.4495,0.416501,1,0,0,0
FERNANDEZ EMMA,ESP,3,4.866666666666667,0.015555555555555545,7.422,0.21683466666666665,0.03333333333333333,0.002222222222222223,12.255333,0.559635,0,1,0,0
FERNANDEZ EMMA,ESP,2,5.0,0.0,7.1665,0.11122224999999994,0.0,0.0,12.1665,0.333501,0,0,1,0
FERNANDEZ EMMA,ESP,2,4.2,0.0,8.4165,0.033672249999999834,0.0,0.0,12.6165,0.183503,0,0,0,1
FINNEGAN ALEAH,PHI,3,4.8,0.0,7.988666666666667,0.003930888888888837,0.0,0.0,12.788667,0.062705,1,0,0,0
FINNEGAN ALEAH,PHI,3,4.633333333333333,0.015555555555555545,8.277333333333333,0.0305975555555556,0.0,0.0,12.910667,0.056556,0,1,0,0
FINNEGAN ALEAH,PHI,2,4.7,0.04000000000000007,6.933,0.3600000000000001,0.0,0.0,11.633,0.800001,0,0,1,0
FINNEGAN ALEAH,PHI,7,4.3428571428571425,0.08816326530612235,9.00457142857143,0.06162367346938767,0.0,0.0,13.347429,0.397451,0,0,0,1
FONT LAIA,ESP,2,4.699999999999999,0.010000000000000018,6.999499999999999,0.07102225000000009,0.0,0.0,11.6995,0.166503,1,0,0,0
FONT LAIA,ESP,3,4.966666666666666,0.015555555555555545,7.499666666666667,0.02301488888888889,0.09999999999999999,0.02,12.366333,0.321065,0,1,0,0
FONT LAIA,ESP,3,5.2,0.0,6.810666666666667,0.4213235555555553,0.0,0.0,12.010667,0.649095,0,0,1,0
FONT LAIA,ESP,12,4.183333333333334,0.2963888888888889,8.602416666666665,0.12778140972222232,0.016666666666666666,0.0013888888888888885,12.769083,0.379384,0,0,0,1
FOWLER KIRSTY,GBR,2,3.8,0.1600000000000001,8.725000000000001,0.030624999999999937,0.0,0.0,12.525,0.575001,0,0,0,1
FRANCERIES LEA,FRA,2,5.3,0.0,7.6165,0.0069722499999999845,0.0,0.0,12.9165,0.083506,1,0,0,0
FRANCERIES LEA,FRA,4,3.8000000000000003,0.1600000000000001,8.6835,0.04571674999999984,0.0,0.0,12.4835,0.582166,0,0,0,1
FRANCERIES LÉA,FRA,2,5.4,0.0,7.5665,0.05452224999999992,0.0,0.0,12.9665,0.233502,1,0,0,0
FRLETA NIKA KUKULJAN,CRO,2,4.9,0.0,4.0329999999999995,0.3214889999999997,0.05,0.0025000000000000005,8.883,0.617001,1,0,0,0
FRLETA NIKA KUKULJAN,CRO,2,4.55,0.0024999999999999823,6.4665,0.1343222500000002,0.05,0.0025000000000000005,10.9665,0.266502,0,1,0,0
FRYSAK BIANCA,AUT,6,4.483333333333333,0.014722222222222173,7.427666666666667,0.5089642222222219,0.016666666666666666,0.0013888888888888892,11.894333,0.647018,1,0,0,0
FRYSAK BIANCA,AUT,6,4.366666666666667,0.005555555555555575,7.721666666666667,0.026560555555555577,0.049999999999999996,0.012499999999999999,12.038333,0.222325,0,1,0,0
FRYSAK BIANCA,AUT,6,4.866666666666667,0.005555555555555577,7.3275,0.17708091666666673,0.0,0.0,12.194167,0.404192,0,0,1,0
FRYSAK BIANCA,AUT,5,4.2,0.0,8.4864,0.0024818400000000303,0.0,0.0,12.6864,0.049828,0,0,0,1
FUKASAWA KOKORO,JPN,6,5.766666666666667,0.14888888888888888,6.255333333333334,1.2144272222222219,0.0,0.0,12.022,1.36437,0,0,1,0
FUKASAWA KOKORO,JPN,3,4.6,0.0,8.866333333333333,0.011881555555555508,0.0,0.0,13.466333,0.109007,0,0,0,1
FUKASAWA KOKORO,JPN,2,5.15,0.0025000000000000265,7.0329999999999995,0.4448890000000003,0.0,0.0,12.183,0.717001,1,0,0,0
FURAC PETRA,CRO,2,4.05,0.0625,6.583,0.033488999999999935,0.1,0.0,10.533,0.433001,1,0,0,0
FURAC PETRA,CRO,2,3.8,0.1600000000000001,6.9665,0.004422250000000001,0.05,0.0025000000000000005,10.7165,0.283502,0,1,0,0
FURAC PETRA,CRO,2,3.6,0.0,8.633,0.004488999999999904,0.0,0.0,12.233,0.067007,0,0,0,1
GAHRAMANOVA SAMIRA,AZE,13,4.476923076923077,0.020236686390532523,5.84346153846154,0.4786974792899409,0.0,0.0,10.320385,0.712819,1,0,0,0
GAHRAMANOVA SAMIRA,AZE,10,4.24,0.06640000000000004,6.606400000000001,0.16744364000000003,0.05,0.008500000000000002,10.7964,0.675568,0,1,0,0
GAHRAMANOVA SAMIRA,AZE,14,3.5571428571428565,0.029591836734693868,8.242499999999998,0.11738282142857127,0.0,0.0,11.799643,0.308945,0,0,0,1
GAYEN BIDISHA,IND,2,4.15,0.12250000000000005,4.383,0.04708899999999984,0.05,0.0025000000000000005,8.483,0.183003,1,0,0,0
